  1  1  0.938300 -3.742277 -6.529536  7.004953  0.097926 -0.163882 -0.208040   1
  1  1  0.938300 -4.557574  3.291328  7.039153 -0.009895  0.160554  0.099777   1
  1  1  0.938300 -0.953885  2.975233 -1.460747  0.057098  0.022946 -0.042707   1
  1  1  0.938300 -1.733452  5.731030  7.475934  0.022707  0.249656 -0.054076   1
  1  1  0.938300 -6.498732  3.154443  4.843391 -0.004740  0.051921  0.175019   1
  1  1  0.938300 -2.569850 -0.859220 -1.696789 -0.105694 -0.130372 -0.046545   1
  1  1  0.938300 -0.812988 -0.308948  9.468827 -0.205470 -0.075920  0.078278   1
  1  1  0.938300  1.939372 -1.460182  3.134510  0.014694 -0.036918  0.250296   1
  1  1  0.938300 -0.490431  5.026437  3.684018  0.140173  0.029534 -0.135935   1
  1  1  0.938300 -3.347610  0.145412  5.674729 -0.224756  0.003655 -0.037474   1
  1  1  0.938300 -2.629618 -1.596677  3.667320  0.083628 -0.174125 -0.086056   1
  1  1  0.938300  1.266666 -3.323444  6.724653 -0.165606 -0.251304  0.181047   1
  1  1  0.938300 -7.157259  6.113719  5.347329 -0.031769  0.219891  0.151411   1
  1  1  0.938300 -9.883849 -1.753639  7.391012 -0.140637  0.084669  0.086527   1
  1  1  0.938300  2.667686 -0.601829  6.144192 -0.055683  0.160010 -0.068866   1
  1  1  0.938300  5.746471  5.272056  3.663303  0.213218  0.081310 -0.076976   1
  1  1  0.938300 -0.190332 -0.360878  6.665372  0.200918  0.004110 -0.083961   1
  1  1  0.938300 -7.764635  3.631208  8.168114 -0.062228  0.013373  0.028781   1
  1  1  0.938300 -8.808741  2.945079  6.789658  0.037527  0.167305 -0.084357   1
  1  1  0.938300 -4.601135  4.988844  7.142075 -0.024370 -0.020336  0.062532   1
  1  1  0.938300  3.089205  2.521671  5.874427  0.155467 -0.018634  0.126966   1
  1  1  0.938300 -1.531725 -1.639542  4.808885  0.012259  0.082658  0.213968   1
  1  1  0.938300 -6.626702 -2.063152  6.385818 -0.083835 -0.135715 -0.040383   1
  1  1  0.938300 -5.001817 -3.657558 11.658983  0.000976  0.191442  0.221767   1
  1  1  0.938300 -2.362451  0.816998  4.098783  0.001650 -0.086133 -0.181317   1
  1  1  0.938300 -5.084245  3.686420  5.568768  0.056107 -0.208412 -0.094835   1
  1  1  0.938300 -5.775996  1.697125  9.672709 -0.059567 -0.007727 -0.035083   1
  1  1  0.938300 -8.968630  1.825481  4.221593 -0.196695 -0.087100  0.047455   1
  1  1  0.938300 -3.949539  2.044130  8.138732 -0.093570 -0.014256  0.073905   1
  1  1  0.938300  4.633574 -1.269910  5.029183  0.102109 -0.090605  0.007453   1
  1  1  0.938300 -6.987663  2.440652  0.826337  0.054778  0.185161 -0.021658   1
  1  1  0.938300 -2.848476 -0.728986 12.320338 -0.226898 -0.005265  0.135010   1
  1  1  0.938300 -0.472167 -0.020247  2.278203  0.177761 -0.056203  0.213661   1
  1  1  0.938300 -1.171548  2.213491 11.403521 -0.015448  0.028535 -0.007370   1
  1  1  0.938300 -3.119343 -4.536582  3.614863 -0.087128 -0.050009  0.158207   1
  1  1  0.938300 -5.626309  1.201827  6.488554  0.014634  0.037695 -0.260032   1
  1  1  0.938300 -3.111496 -2.937764  5.705122  0.025313  0.054897  0.052069   1
  1  1  0.938300  3.551393 -2.689954  2.084319  0.078062  0.000282  0.026288   1
  1  1  0.938300 -4.117019  4.708098  2.227978 -0.096474 -0.085520 -0.074701   1
  1  1  0.938300 -1.031418 -1.970390  7.763633 -0.204340  0.078359  0.018592   1
  1  1  0.938300  0.414467 -0.910290  7.733887  0.161753  0.231779  0.070787   1
  1  1  0.938300 -6.479570 -1.439726  9.572768 -0.028101  0.127096  0.099298   1
  1  1  0.938300 -5.826211 -5.022373  5.359112  0.070226 -0.267716 -0.059557   1
  1  1  0.938300 -8.558048  0.572343  4.583719  0.158869  0.022072  0.055777   1
  1  1  0.938300 -2.007906 -4.268873  4.728409 -0.162577 -0.061570  0.289618   1
  1  1  0.938300 -0.230384 -1.148065  8.480953  0.205938 -0.076762  0.259676   1
  1  1  0.938300 -0.266401 -5.705369  7.056455 -0.217538  0.161872  0.063750   1
  1  1  0.938300 -1.226194  3.237569  9.376674  0.154788  0.158969 -0.082226   1
  1  1  0.938300  0.271024 -6.069467  5.214082  0.195769 -0.164165  0.092901   1
  1  1  0.938300  0.840994  2.603695  7.728352 -0.031603  0.218505 -0.185264   1
  1  1  0.938300 -3.629708 -3.112438  5.091665 -0.092148 -0.179768 -0.169803   1
  1  1  0.938300 -2.912826  4.326815  6.849209  0.149178  0.151549  0.029849   1
