     p_x	     p_y	     p_z	       v	       E	A	Z	polar angle

-2.67712	-0.631676	180.037 	0.445984	403.731 	385	159	13.2763
0.782971	-0.487481	180.005 	0.444034	405.392 	387	158	-31.9066
-1.81066	3.48755 	180.241 	0.44829 	402.159 	383	152	-62.5627
-2.3404 	1.48192 	179.939 	0.446718	402.849 	384	157	-32.3416
4.10693 	1.05006 	173.596 	0.444344	390.796 	373	150	14.3421
2.41163 	-0.064244	174.463 	0.99987 	174.503 	3	2	-1.52596
1.02553 	-0.61793	175.95  	0.999943	175.964 	2	0	-31.071
-1.11593	-2.99403	177.255 	0.443232	399.979 	382	154	69.5587
-1.20529	-1.85137	179.649 	0.999945	179.673 	2	1	56.9349
-2.07591	-0.974035	181.775 	0.999947	181.799 	2	2	25.1364
1.97698 	-4.2454 	179.711 	0.443566	405.288 	387	157	-65.0298
0.471327	-3.74572	182.93  	0.999882	182.99  	3	3	-82.8282
2.23492 	-1.72599	180.579 	0.44429 	406.494 	388	161	-37.6783
-3.63244	-1.10206	180.719 	0.448301	403.208 	384	155	16.8774
-5.12331	-1.15596	182.457 	0.999947	182.542 	2	1	12.7146
-2.89715	-1.90335	185.231 	0.456219	406.084 	385	154	33.3039
-1.51254	-0.169792	187.226 	0.999887	187.253 	3	1	6.40502
-0.118876	-0.176619	188.541 	0.99995 	188.551 	2	1	56.0569
-1.16079	-0.085282	185.852 	0.45644 	407.185 	386	159	4.20191
-0.220453	-0.594789	188.367 	0.99995 	188.378 	2	0	69.6633
-0.598461	0.729072	186.2   	0.453392	410.687 	390	160	-50.6191
1.09089 	-0.90987	181.315 	0.446626	405.979 	387	155	-39.8302
-2.0824 	0.469348	180.986 	0.445067	406.676 	388	155	-12.7015
-2.73606	0.47257 	183.8   	0.999948	183.831 	2	1	-9.79941
-3.8445 	1.57029 	175.598 	0.439938	399.255 	382	156	-22.2176
-4.7779 	-0.025958	178.981 	0.999876	179.067 	3	2	0.311281
-3.42589	-0.087221	180.488 	0.999946	180.53  	2	0	1.4584
0.337761	2.70189 	175.727 	0.440138	399.302 	382	153	82.8745
4.00293 	0.756829	181.443 	0.448812	404.376 	385	154	10.7065
2.71174 	-0.022545	182.216 	0.999947	182.246 	2	0	-0.476339
2.73518 	1.13311 	184.019 	0.999948	184.052 	2	2	22.5028
-0.994898	-1.97291	174.468 	0.439435	397.059 	380	152	63.2392
0.200791	-2.43109	176.091 	0.999943	176.118 	2	2	-85.2786
0.639101	-1.24936	177.938 	0.999944	177.953 	2	1	-62.9084
-0.099775	-2.21032	181.777 	0.99988 	181.812 	3	2	87.4155
1.12203 	-1.36745	182.683 	0.999947	182.701 	2	2	-50.6302
1.32415 	-0.200459	187.994 	0.45685 	411.51  	390	154	-8.60845
4.01558 	0.107657	179.933 	0.44582 	403.7   	385	154	1.53572
2.45874 	-0.181974	181.762 	0.999947	181.788 	2	1	-4.23281
1.24003 	-1.05376	182.306 	0.999947	182.323 	2	0	-40.3573
2.80304 	3.88088 	183.472 	0.452837	405.298 	385	154	54.1606
2.16823 	4.07256 	182.826 	0.999947	182.894 	2	1	61.9692
-0.361248	-0.317676	181.093 	0.449894	402.524 	383	150	41.3279
-0.693331	-0.339541	183.696 	0.999948	183.707 	2	2	26.0921
-1.19421	1.09733 	184.496 	0.999948	184.512 	2	1	-42.5794
-0.932228	0.488867	182.081 	0.449981	404.648 	385	149	-27.6729
0.624185	0.140216	182.916 	0.999947	182.927 	2	1	12.6607
0.053542	-6.02345	174.579 	0.432488	403.902 	388	158	-89.4908
-3.85281	1.1016  	179.405 	0.447568	400.945 	382	153	-15.9563
-3.53968	0.020961	181.448 	0.999946	181.492 	2	0	-0.339286
-4.95254	0.557549	182.727 	0.999947	182.804 	2	1	-6.42322
2.10913 	0.276375	180.343 	0.448431	402.192 	383	151	7.46538
2.39431 	1.28758 	182.685 	0.999947	182.715 	2	2	28.27
-0.486659	-2.50946	181.247 	0.445595	406.793 	388	157	79.0249
-1.89026	-1.90685	182.37  	0.999947	182.4   	2	1	45.2504
4.0984  	-1.05821	183.925 	0.450908	408.007 	388	157	-14.4777
3.20823 	0.471573	185.345 	0.999949	185.383 	2	1	8.36195
4.47776 	3.54154 	173.68  	0.438926	395.906 	379	150	38.3411
3.53668 	2.5114  	174.83  	0.999942	174.894 	2	1	35.3786
0.897767	-3.23663	182.503 	0.44717 	408.198 	389	159	-74.4973
2.32527 	-0.991919	184.873 	0.999794	184.928 	4	0	-23.1023
-3.03752	0.185706	175.673 	0.440042	399.277 	382	156	-3.49856
4.27697 	-0.158633	180.358 	0.447608	403.052 	384	155	-2.12413
-0.57302	5.40404 	173.223 	0.435193	398.233 	382	154	-83.9473
-1.22578	2.76723 	174.938 	0.99977 	175.005 	4	0	-66.1085
-2.20516	1.02146 	175.884 	0.999943	175.911 	2	1	-24.8543
-2.27468	1.41253 	178.344 	0.999945	178.374 	2	2	-31.8394
3.18042 	2.14032 	180.236 	0.449216	401.314 	382	155	33.9393
2.81154 	3.51125 	181.698 	0.999947	181.763 	2	1	51.315
-2.45865	-2.56513	175.106 	0.439838	398.195 	381	149	46.2142
-2.62367	0.409837	180.218 	0.999662	180.298 	5	5	-8.87829
-1.22843	0.890803	181.143 	0.999946	181.159 	2	1	-35.948
1.03834 	-1.32769	183.113 	0.450163	406.787 	387	154	-51.9723
-0.042293	-1.54323	183.076 	0.999947	183.092 	2	1	88.4302
2.40179 	0.561211	181.157 	0.449119	403.398 	384	151	13.152
1.08595 	4.51315 	181.023 	0.448007	404.196 	385	152	76.4708
0.806812	2.97707 	182.542 	0.999947	182.578 	2	1	74.8366
2.17435 	2.34881 	179.281 	0.449169	399.202 	380	154	47.209
0.675293	2.05239 	180.728 	0.999946	180.75  	2	1	71.7874
-3.78005	1.35388 	178.962 	0.444817	402.429 	384	152	-19.7057
-3.83351	2.87756 	179.692 	0.999945	179.765 	2	1	-36.8932
0.683454	-1.02744	181.021 	0.448829	403.329 	384	154	-56.3681
-1.933  	-4.33845	178.548 	0.443106	403.088 	385	159	65.9846
-0.818785	-3.55495	180.611 	0.999946	180.657 	2	0	77.0298
2.33949 	-1.37463	182.959 	0.449888	406.723 	387	155	-30.4375
1.15181 	-0.81987	178.747 	0.442461	403.995 	386	156	-35.4436
1.51231 	2.17719 	173.623 	0.436806	397.53  	381	159	55.2156
2.62298 	1.13608 	174.395 	0.999942	174.429 	2	0	23.4188
2.30182 	1.9937  	180.783 	0.450275	401.551 	382	157	40.8972
1.37174 	2.86787 	181.533 	0.999947	181.57  	2	0	64.4378
-3.09133	-1.01001	181.615 	0.446341	406.964 	388	155	18.0935
-2.27835	-0.999665	184.211 	0.999948	184.237 	2	2	23.6903
-1.68642	-0.798682	175.957 	0.443384	396.871 	379	153	25.3421
-2.98296	-0.465413	176.886 	0.999944	176.922 	2	1	8.86803
-3.12084	-1.32316	179.309 	0.999945	179.351 	2	2	22.9758
2.86759 	1.15028 	182.084 	0.444505	409.691 	391	157	21.8573
-0.113881	0.209897	183.219 	0.449432	407.668 	388	156	-61.5177
2.02264 	-0.280792	182.399 	0.449698	405.628 	386	155	-7.90355
0.464901	2.22805 	180.139 	0.447094	402.944 	384	148	78.2139
-0.689564	2.58947 	184.082 	0.999883	184.123 	3	1	-75.0885
-2.44666	-1.20573	180.707 	0.446384	404.871 	386	159	26.2343
-0.554564	-0.620462	185.444 	0.452849	409.508 	389	159	48.2099
0.679863	-2.18745	183.702 	0.45133 	407.055 	387	155	-72.7347
2.18518 	-1.95426	184.398 	0.999948	184.431 	2	1	-41.807
-1.67025	1.52925 	176.055 	0.441719	398.602 	381	152	-42.4767
-2.52967	2.19668 	176.121 	0.999943	176.163 	2	2	-40.97
-2.45061	2.90192 	178.617 	0.999945	178.667 	2	2	-49.8197
-1.22563	2.28265 	181.103 	0.999946	181.131 	2	0	-61.7673
