     p_x	     p_y	     p_z	       v	       E	A	Z	polar angle

-0.330856	0.039965	0.339677	0.245747	1.93638 	2	1	-6.88755
-0.68037	0.373238	1.83232 	0.727255	2.73614 	2	0	-28.7484
-0.337024	0.43865 	3.29683 	0.871842	3.83432 	2	0	-52.4642
-0.695201	0.761524	3.51483 	0.889861	4.11632 	2	0	-47.6069
-0.860772	1.26593 	4.6896  	0.934632	5.27816 	2	1	-55.7862
0.425817	0.185387	0.203253	0.260873	1.94329 	2	2	23.5268
0.528048	0.120407	2.03029 	0.745788	2.81754 	2	1	12.8451
0.683299	-0.085483	2.41948 	0.801324	3.13926 	2	0	-7.13085
0.953286	-0.253829	3.96546 	0.908635	4.49721 	2	0	-14.9101
0.776727	-0.183016	5.52912 	0.947975	5.89299 	2	2	-13.2585
0.52264 	-0.322044	6.60021 	0.962132	6.8896  	2	0	-31.6409
-0.643715	-0.101041	0.474244	0.394353	2.04362 	2	0	8.92068
0.333875	0.576008	0.574322	0.42439 	2.07183 	2	2	59.9019
0.725857	0.56181 	1.76341 	0.727113	2.73409 	2	1	37.7397
0.871118	0.662964	3.63962 	0.896619	4.23891 	2	1	37.273
-0.252967	0.134596	1.63481 	0.662222	2.50631 	2	0	-28.0161
-0.824869	0.026434	0.88612 	0.54211 	2.23371 	2	1	-1.83549
-0.652221	-0.189385	1.92424 	0.73599 	2.77256 	2	1	16.1917
-1.07184	0.267562	3.95675 	0.824725	4.98114 	3	0	-14.0163
-0.081051	-0.201072	0.660379	0.347257	2.00156 	2	1	68.046
-0.318125	0.038824	1.13353 	0.531772	2.21517 	2	2	-6.95798
-0.70537	-0.156485	1.62578 	0.687733	2.58691 	2	0	12.5084
-0.912525	0.016733	3.32263 	0.878161	3.92377 	2	1	-1.05052
-0.146599	-0.352473	0.122766	0.208924	1.91936 	2	1	67.4169
0.07318 	0.025166	1.14885 	0.522904	2.20204 	2	1	18.9777
0.564188	-0.704083	0.64636 	0.509181	2.17972 	2	2	-51.2945
1.13034 	-0.488679	1.32477 	0.694081	2.60593 	2	2	-23.3802
1.19964 	-0.246785	1.80041 	0.757266	2.87549 	2	0	-11.6245
1.26217 	-0.219452	3.54214 	0.894935	4.20891 	2	0	-9.86334
-0.289276	-0.093108	0.346512	0.238343	1.93373 	2	0	17.8416
-0.369546	0.085919	1.15101 	0.54243 	2.23426 	2	1	-13.0887
-0.581239	-0.094293	0.885606	0.492965	2.15735 	2	1	9.21469
-0.323632	0.227714	0.870948	0.454085	2.10672 	2	1	-35.131
-0.645109	0.625942	2.96609 	0.855364	3.62337 	2	1	-44.1361
0.133114	0.174723	-0.066624	0.121384	1.89098 	2	1	52.6978
-0.31058	0.107334	1.45016 	0.621153	2.39381 	2	2	-19.0648
0.098076	0.264245	0.041247	0.150046	1.89849 	2	1	69.6374
0.244488	0.213038	1.49764 	0.632605	2.42229 	2	2	41.0678
0.036256	0.359533	1.80701 	0.700384	2.63111 	2	0	84.2417
-0.047021	0.431908	3.06686 	0.855107	3.62233 	2	0	-83.7869
-0.431168	0.015445	-0.00968	0.224184	1.925   	2	2	-2.05153
-0.519478	0.31804 	1.48298 	0.649468	2.46847 	2	1	-31.4762
-0.556901	0.158751	1.9847  	0.740564	2.79173 	2	2	-15.9108
-0.3582 	-0.202543	2.5416  	0.674648	3.81635 	3	0	29.4859
-0.34496	-0.406996	0.785488	0.451409	2.10351 	2	1	49.7162
0.021779	0.041015	1.19871 	0.538317	2.22844 	2	0	62.0317
0.058887	0.025939	2.60809 	0.811593	3.21452 	2	0	23.7729
-0.188986	0.072001	1.47494 	0.621418	2.39572 	2	1	-20.8562
-0.556457	0.279785	1.29501 	0.608094	2.36312 	2	2	-26.6931
-0.366042	0.114407	1.68658 	0.677649	2.5524  	2	1	-17.3567
-0.45656	-0.13026	1.71025 	0.686881	2.58404 	2	0	15.9239
0.303554	0.343441	0.539049	0.352907	2.00501 	2	2	48.5278
0.688314	-0.094672	0.829709	0.499485	2.16663 	2	1	-7.83144
-0.512195	-0.000514	0.975406	0.506398	2.17558 	2	2	0.0574977
-0.33197	0.264958	2.279   	0.777027	2.98347 	2	0	-38.5947
0.350529	-0.31582	0.140225	0.253658	1.94047 	2	1	-42.0183
0.367989	-0.135644	0.891895	0.460711	2.11481 	2	1	-20.2343
0.526784	-0.173551	2.37796 	0.792828	3.07985 	2	1	-18.2347
0.1404  	-0.182942	-0.069502	0.127342	1.8914  	2	2	-52.4954
0.06933 	-0.119874	0.140007	0.104341	1.8873  	2	1	-59.9568
-0.121022	0.025981	0.890262	0.431897	2.08111 	2	1	-12.1164
-0.261392	-0.126948	2.57408 	0.80962 	3.19957 	2	0	25.9041
-0.031071	0.107688	1.21821 	0.546026	2.24048 	2	1	-73.9057
-0.395184	0.202354	1.44197 	0.626306	2.409   	2	0	-27.1147
-0.262706	0.013136	2.06841 	0.743216	2.80546 	2	1	-2.86256
0.281076	0.072724	3.52424 	0.883177	4.00393 	2	0	14.5063
0.359925	-0.294258	-0.018098	0.24047 	1.93477 	2	0	-39.2679
0.291874	-0.671947	0.753686	0.488387	2.15212 	2	0	-66.5213
0.259949	-0.25341	1.77949 	0.69536 	2.6118  	2	1	-44.2703
0.078874	0.186522	0.422868	0.242345	1.93467 	2	1	67.0782
0.341778	0.020641	1.25701 	0.570202	2.28483 	2	1	3.45607
0.589444	-0.054389	3.11376 	0.860558	3.68311 	2	2	-5.27186
-0.084349	0.324755	0.279011	0.226449	1.92706 	2	1	-75.4403
0.007905	0.071064	0.593687	0.303696	1.969   	2	2	83.6527
0.3225  	0.75799 	0.968657	0.56086 	2.26715 	2	1	66.9519
0.510451	0.907405	2.5539  	0.826705	3.33609 	2	1	60.6406
0.232063	0.891458	4.05272 	0.911284	4.5607  	2	0	75.4088
0.408668	-0.55085	0.258272	0.363722	2.01501 	2	1	-53.4288
0.222407	0.040963	1.6512  	0.663956	2.51012 	2	1	10.4358
0.994446	0.516121	2.64545 	0.837297	3.4312  	2	2	27.4295
0.126994	0.188987	-0.007898	0.120432	1.89177 	2	0	56.1
0.601643	0.201384	0.949207	0.519478	2.19782 	2	0	18.5066
0.404636	-0.461583	0.451627	0.376355	2.02488 	2	2	-48.7614
0.247409	-0.834173	1.22791 	0.625742	2.40503 	2	2	-73.4801
1.00733 	-1.11127	2.36621 	0.830637	3.37276 	2	0	-47.8086
0.288152	-0.114661	0.357243	0.244396	1.9357  	2	1	-21.6985
0.232171	-0.043032	0.637146	0.340392	1.99621 	2	1	-10.5004
0.811064	0.604305	1.7245  	0.729041	2.74227 	2	1	36.689
0.606119	-0.138358	2.38633 	0.795719	3.09907 	2	1	-12.8585
0.210531	-0.160866	0.576099	0.320059	1.98122 	2	1	-37.3834
0.403031	0.107584	1.80135 	0.701777	2.63477 	2	1	14.9459
0.963086	0.362301	2.17276 	0.788215	3.05005 	2	1	20.6157
0.396302	0.02129 	1.95781 	0.728769	2.74111 	2	1	3.07507
-0.180214	-0.083647	0.551405	0.298209	1.96543 	2	2	24.8986
-1.08702	-0.782613	1.72344 	0.758383	2.87814 	2	2	35.7526
-0.032994	-0.388109	0.741022	0.40733 	2.05523 	2	1	85.1409
0.310144	0.018215	1.74317 	0.686198	2.58037 	2	1	3.36117
0.312891	0.143477	2.35485 	0.645619	3.6862  	3	2	24.634
0.491186	-0.185585	2.88805 	0.842357	3.48474 	2	0	-20.6981
0.382879	-0.742769	0.280317	0.425052	2.07365 	2	1	-62.7301
0.478234	-0.739592	0.674062	0.508711	2.18018 	2	1	-57.1126
0.318656	0.026147	0.660734	0.364205	2.01542 	2	1	4.69084
0.190145	-0.26038	1.05153 	0.505362	2.17636 	2	0	-53.8609
-0.297663	0.126326	2.29582 	0.777059	2.98366 	2	0	-22.996
0.069096	-0.150214	0.974532	0.465955	2.12136 	2	1	-65.2984
0.177926	0.127067	3.04202 	0.851514	3.5817  	2	0	35.5328
-0.434109	-0.015721	0.300633	0.270789	1.95089 	2	0	2.07403
-0.098751	0.203167	1.11429 	0.517893	2.19535 	2	0	-64.0776
-0.260969	0.218176	2.5684  	0.809811	3.1993  	2	1	-39.8964
0.985518	0.497754	0.994968	0.620577	2.39496 	2	0	26.7969
1.0981  	0.103366	1.67189 	0.729672	2.74497 	2	1	5.37752
0.338496	0.021759	0.371669	0.258934	1.94328 	2	1	3.678
-0.025022	0.016672	0.358085	0.188128	1.91011 	2	2	-33.6753
0.059886	0.020588	0.281953	0.152164	1.89911 	2	1	18.9723
0.501763	-1.18364	0.677827	0.612018	2.37468 	2	0	-67.0272
-0.449976	0.594953	1.2521  	0.613304	2.37641 	2	1	-52.899
0.265197	-0.037245	1.76229 	0.688622	2.58853 	2	1	-7.9945
0.006255	-0.000527	3.48898 	0.880648	3.96183 	2	1	-4.81595
-0.223527	-0.032939	0.238023	0.172232	1.90547 	2	1	8.3828
-0.717108	0.071421	0.951607	0.536631	2.22442 	2	1	-5.68767
-0.831003	-0.000561	0.79962 	0.52329 	2.20382 	2	0	0.0386797
-0.859027	0.140881	2.05126 	0.764824	2.91351 	2	1	-9.31364
-0.774785	-0.235111	3.6182  	0.89209 	4.15618 	2	0	16.8806
-0.058937	0.019925	0.90668 	0.435789	2.08544 	2	1	-18.679
-0.707156	-0.111039	2.08643 	0.616652	3.57707 	3	1	8.92384
0.572407	-0.204029	0.411273	0.363928	2.01626 	2	0	-19.6181
0.433932	-0.210881	1.6972  	0.685117	2.57539 	2	2	-25.9187
0.455812	-0.251726	2.15631 	0.763219	2.90649 	2	0	-28.9101
0.457139	-0.812421	3.12303 	0.866565	3.76104 	2	1	-60.6341
-0.538595	-0.469835	0.821159	0.50191 	2.16899 	2	2	41.0993
0.093738	-0.130489	0.463682	0.252816	1.94106 	2	0	-54.3081
0.315491	-0.35395	2.32142 	0.783841	3.02273 	2	1	-48.288
0.373357	0.148062	3.02787 	0.851985	3.58503 	2	1	21.6318
0.118532	0.294601	0.501739	0.301616	1.96868 	2	1	68.0828
-0.029159	0.579026	2.20132 	0.771376	2.95107 	2	0	-87.1172
0.12446 	0.141987	1.35786 	0.589813	2.32434 	2	1	48.7636
-0.299255	-0.366661	2.7598  	0.830641	3.371   	2	1	50.78
0.692082	-0.246128	0.668239	0.467637	2.12349 	2	1	-19.5771
1.25294 	0.031897	0.909395	0.636378	2.43331 	2	1	1.45831
0.914141	-0.117346	2.82425 	0.845401	3.51411 	2	1	-7.31492
0.116709	0.008961	0.281859	0.160574	1.90066 	2	2	4.3906
-0.050883	0.096185	1.85797 	0.703914	2.64401 	2	0	-62.1207
-0.522386	0.01293 	4.02127 	0.907412	4.46884 	2	0	-1.41789
0.040986	-0.053137	0.130483	0.0778927	1.88372 	2	0	-52.3561
-0.334506	-0.101799	1.72752 	0.684532	2.57482 	2	1	16.9264
-0.210086	0.118817	0.879379	0.436987	2.08679 	2	1	-29.4909
-0.081028	-0.587983	0.492834	0.38033 	2.02844 	2	2	82.1537
-0.200035	-0.558828	0.790032	0.465843	2.12122 	2	1	70.305
-0.621564	-0.65185	1.99202 	0.758719	2.88141 	2	1	46.3625
-0.534795	-0.748199	2.15328 	0.780083	3.00155 	2	0	54.4438
0.332803	-0.04499	0.144472	0.191278	1.91129 	2	2	-7.69887
-0.052767	0.063446	0.748748	0.372448	2.02251 	2	1	-50.2503
-0.464104	0.485447	2.04424 	0.753577	2.85536 	2	1	-46.2877
-0.603527	0.544209	3.29141 	0.874756	3.87565 	2	0	-42.0415
0.104434	0.333176	0.366747	0.260597	1.94314 	2	2	72.5965
-0.323431	0.074531	0.863477	0.442072	2.09258 	2	1	-12.9766
0.082012	-0.375263	0.399416	0.283149	1.95709 	2	1	-77.6722
0.548908	-0.667255	2.23557 	0.787297	3.04424 	2	1	-50.5581
0.231803	-0.616754	2.84785 	0.841325	3.47437 	2	0	-69.4017
-0.142934	-0.835623	4.47662 	0.924612	4.92767 	2	1	80.2935
0.097033	-0.338238	0.238393	0.22085 	1.92452 	2	1	-73.993
0.203988	-0.348818	0.493858	0.321716	1.98345 	2	0	-59.681
0.012906	-0.36625	2.42116 	0.793663	3.08536 	2	1	-87.9819
0.061328	-0.293035	2.9607  	0.845675	3.51884 	2	0	-78.1795
0.136421	0.353003	3.24058 	0.866906	3.7635  	2	2	68.8706
0.027989	0.181122	0.109628	0.113047	1.88911 	2	1	81.2156
0.027085	0.342458	0.221218	0.212595	1.92193 	2	0	85.478
-0.003805	0.269129	1.00028 	0.482977	2.14473 	2	0	-89.1901
-0.049078	0.039747	0.336159	0.179182	1.90889 	2	0	-39.0031
0.062391	0.115496	0.344407	0.192685	1.91285 	2	1	61.6221
-0.321749	-0.393266	0.267621	0.292428	1.96384 	2	0	50.7119
-0.621411	0.323101	1.77433 	0.712794	2.67618 	2	1	-27.4721
-0.428665	0.726146	2.15462 	0.776758	2.97873 	2	2	-59.4455
-0.478549	0.961163	2.60883 	0.832563	3.38851 	2	1	-63.532
-0.204633	-0.034386	0.881729	0.434812	2.08324 	2	2	9.53873
-0.474081	-0.263536	1.99611 	0.740553	2.79316 	2	1	29.0692
-0.625736	-0.509404	3.03131 	0.85811 	3.65554 	2	1	39.1486
-0.603976	-0.00787	4.35647 	0.919744	4.78193 	2	1	0.746541
0.186522	0.181301	-0.035544	0.13852 	1.89527 	2	1	44.1868
-0.452017	0.508062	1.00164 	0.542034	2.23358 	2	1	-48.3409
-0.631963	0.511213	1.51147 	0.674586	2.54404 	2	0	-38.9704
0.417305	-0.416934	1.65811 	0.683794	2.57375 	2	0	-44.9746
0.135034	-0.443839	3.07486 	0.856008	3.63275 	2	0	-73.0782
-0.393509	-0.474289	0.458055	0.378633	2.02799 	2	1	50.3182
-0.725203	-0.528148	1.62622 	0.703362	2.64057 	2	1	36.065
-0.855507	-0.432354	2.94275 	0.85504 	3.61963 	2	1	26.811
-0.938444	-0.27879	3.53613 	0.890173	4.12183 	2	0	16.5455
-0.052584	-0.393828	1.60744 	0.661344	2.50372 	2	0	82.3949
0.017157	-0.259793	3.75696 	0.894901	4.20826 	2	0	-86.2217
-0.122383	0.05172 	4.91779 	0.934369	5.26514 	2	2	-22.9093
-0.42622	0.722669	5.47056 	0.94702 	5.84415 	2	1	-59.4685
-0.01451	-0.117866	0.902623	0.436218	2.08704 	2	0	82.9819
-0.206909	-0.133784	0.75239 	0.388637	2.03714 	2	1	32.8861
-0.173676	0.101712	2.69781 	0.821467	3.29326 	2	0	-30.3551
-0.152325	0.029172	0.431888	0.237487	1.93228 	2	1	-10.8415
-0.301905	-0.221521	1.7847  	0.696632	2.61768 	2	0	36.2692
-0.074441	0.175971	0.349161	0.207439	1.91874 	2	1	-67.0702
-0.012241	0.52834 	1.64815 	0.677897	2.5532  	2	1	-88.6728
0.238404	0.064547	0.141784	0.150009	1.89848 	2	1	15.1494
0.279324	0.51171 	0.067744	0.298434	1.96662 	2	1	61.3715
0.203423	0.152468	0.495393	0.284262	1.95881 	2	0	36.852
0.135755	0.103756	2.30254 	0.776107	2.97494 	2	2	37.3903
-0.078025	-0.103645	0.99325 	0.470815	2.12756 	2	1	53.0272
0.799065	0.165612	2.27676 	0.789846	3.0621  	2	0	11.7092
-0.123507	0.082714	1.55363 	0.639554	2.44034 	2	2	-33.8107
-0.021868	0.1594  	0.375183	0.212413	1.92186 	2	0	-82.1885
-0.194983	-0.208013	1.51461 	0.634588	2.42867 	2	1	46.8519
0.357015	0.189749	0.16377 	0.226368	1.92702 	2	1	27.9901
0.230538	0.33474 	1.06061 	0.517719	2.19391 	2	1	55.4446
-0.260777	0.252259	2.59767 	0.813072	3.2259  	2	0	-44.0488
-0.008549	0.208781	0.473754	0.265927	1.94711 	2	1	-87.6553
-0.00069	0.194381	1.06867 	0.500869	2.16863 	2	1	-89.7967
-0.464895	0.474918	0.885345	0.508213	2.17828 	2	2	-45.6111
-0.553725	0.326144	1.40243 	0.634945	2.42959 	2	1	-30.4981
-0.731518	0.570857	1.94782 	0.75428 	2.8604  	2	0	-37.9676
-0.330007	0.848069	2.81739 	0.844447	3.50609 	2	0	-68.7377
-0.451233	0.508317	3.80049 	0.899256	4.29332 	2	0	-48.4046
-0.447518	0.190583	1.46276 	0.634865	2.42809 	2	2	-23.0676
-0.339368	-0.384167	0.094984	0.267745	1.94709 	2	2	48.5431
-0.787374	0.073396	0.918045	0.54235 	2.23412 	2	1	-5.32551
-0.807416	0.034051	1.11874 	0.592376	2.32976 	2	1	-2.41489
-0.029881	0.46004 	1.20122 	0.565397	2.27565 	2	1	-86.2838
0.231689	1.10657 	1.86674 	0.75799 	2.87919 	2	0	78.1745
-0.044065	-0.324954	1.22076 	0.558785	2.26211 	2	2	82.2776
0.029306	-0.117604	2.12737 	0.75021 	2.84029 	2	0	-76.0074
-0.077471	-0.179359	3.61768 	0.887811	4.08077 	2	0	66.639
