-4.12263 -5.80729 8.59928 
-1.7514 -5.9141 8.3778 
-1.51602 -5.14263 9.15513 
-0.703553 -6.59987 6.78733 
0.047313 -7.07934 7.87881 
0.925926 -6.59052 7.25522 
-1.11192 -5.02711 5.21148 
-0.061621 -4.67738 6.03751 
-0.066781 -6.39214 4.77395 
-2.31517 -4.4916 3.11516 
-0.938755 -3.96165 3.20846 
-1.42854 -4.11412 5.02848 
-1.55079 -2.38742 3.63927 
-1.95146 -4.42055 2.46972 
-2.27943 -3.76285 2.44582 
-1.62705 -4.04601 2.03827 
-3.98194 -5.0778 4.39692 
-1.46446 -2.32224 4.57452 
-0.312704 -2.8233 3.09204 
-3.52607 -3.47634 5.76958 
-3.12061 -3.35548 6.42953 
-2.1779 -2.30921 0.675403 
-3.64898 -6.37832 4.38774 
-5.80174 -3.49716 4.88199 
-4.04863 -6.32926 6.04979 
-3.56958 -5.37213 5.57828 
-0.67313 -0.422379 5.14304 
-1.79352 -1.45779 6.67024 
-3.42685 -1.38674 5.40513 
-1.63044 -0.803708 5.81994 
1.86136 -2.11616 3.19706 
0.823252 -1.48481 3.59199 
-2.97921 -1.83026 6.7036 
-5.20956 -3.47845 6.609 
-4.38903 -2.48725 6.38369 
-3.84283 -1.94165 8.02038 
-1.82879 -1.53825 6.9211 
-2.88149 -1.00161 0.478857 
-3.35681 -0.63949 -0.668864 
-4.32732 -7.2119 5.73251 
-6.27912 -3.21643 6.1319 
-6.32081 -3.81495 5.69828 
-6.57541 -2.44496 4.98711 
-7.24753 -5.22719 5.01119 
-8.08713 -3.51485 5.01046 
-1.65082 0.105674 6.12042 
-1.76348 -0.136227 7.22151 
-0.733185 1.00203 4.76808 
-0.687644 0.068277 6.05962 
-0.872121 -0.052398 6.0348 
-2.33135 0.010451 6.02072 
-0.714118 -1.91077 6.94484 
0.261384 0.715042 6.7763 
-1.57249 -0.008412 7.87149 
-0.804623 -2.48697 7.79784 
-1.35433 0.432989 7.76766 
-0.616438 -2.45008 8.00477 
-1.15502 -1.58239 7.5585 
-3.38656 -0.587804 4.65006 
-4.71757 -1.22696 5.10673 
-4.2875 0.262403 5.06722 
-2.39718 1.35878 5.79613 
1.93681 -1.12869 2.05003 
3.13943 -2.4647 2.6265 
2.01634 -2.16621 4.56281 
3.26365 -3.19123 4.41582 
2.14175 -1.67355 4.63611 
-3.65513 -2.06862 8.73109 
-3.89273 -1.92954 8.43514 
-6.06778 -1.1597 7.26601 
-4.72608 -0.629433 8.29514 
-4.15241 -1.89999 10.4195 
0.229088 -1.83625 8.15986 
-1.93822 -0.092849 -0.874533 
-1.33998 0.385366 1.21555 
-4.00638 0.061707 1.53822 
-1.20901 0.296467 0.229722 
-2.49607 0.649862 -1.6816 
-7.67255 -4.28952 6.90726 
-7.96265 -0.666404 5.01905 
-7.22225 -0.593835 5.09079 
-1.96749 2.23636 6.58122 
0.070838 0.883036 7.55317 
-1.04731 0.701696 2.52304 
0.080527 3.09066 4.65944 
-0.051855 3.09734 4.29769 
0.193162 2.03066 4.0594 
0.730023 -2.61911 8.24031 
2.21572 1.30178 6.84421 
0.912504 -3.46664 8.10555 
0.370173 -2.45384 9.53166 
-2.88086 2.27477 7.43213 
-4.5606 1.90838 6.65766 
-5.37408 1.40872 5.38484 
-3.08418 3.64476 5.95962 
2.20284 -1.71749 6.0924 
3.20708 -2.79211 5.34792 
3.02725 -1.6931 6.97365 
3.91987 -0.790642 5.60773 
-6.2695 -2.21041 9.32955 
-7.25716 -0.334791 6.66909 
-6.37441 0.225761 6.89786 
-5.70464 1.03686 8.4847 
-4.71482 0.775584 9.00525 
-3.99377 -3.32378 11.316 
-3.46186 -2.97678 11.0812 
-3.81461 -2.45554 12.569 
0.501909 0.153513 9.51092 
1.79294 -1.30423 8.2148 
0.902031 0.883418 0.657742 
-0.332611 1.42672 1.99943 
-2.73282 1.48533 1.80039 
-5.8183 0.56251 0.513636 
-9.52976 0.419784 4.71963 
-3.34454 2.25974 8.06536 
-0.29625 3.56628 7.18836 
-1.96023 4.25713 6.28026 
-0.391883 3.53047 7.94343 
0.862095 1.55981 9.27197 
-1.37291 4.92188 5.19949 
2.15479 2.69519 5.53635 
-0.057267 5.37051 3.97272 
0.15861 3.16683 2.19059 
-0.143591 3.29407 3.2194 
0.801289 4.20677 6.12155 
1.32293 4.52136 3.45504 
0.44591 3.36926 4.31918 
0.287191 2.94182 2.14734 
2.5641 2.13303 7.57237 
2.97193 -3.10809 6.98035 
-2.0045 4.12709 8.22796 
