     p_x	     p_y	     p_z	       v	       E	A	Z	polar angle

0.161047	0.725152	0.358097	0.281035	2.93426 	3	1	77.4786
0.679036	1.19244 	1.08689 	0.109069	16.0497 	17	9	60.3406
1.49088 	1.44905 	2.85404 	0.8831  	3.99843 	2	2	44.1848
0.072539	2.01555 	4.10151 	0.851464	5.3679  	3	2	87.9389
0.653863	1.37028 	4.81486 	0.937315	5.38621 	2	1	64.4908
-0.288441	2.31256 	6.3575  	0.874638	7.7417  	4	3	-82.8904
0.066593	1.81636 	8.02383 	0.946113	8.6957  	3	1	87.9004
-1.43537	1.69326 	9.91984 	0.701535	14.4899 	11	3	-49.7121
-0.337599	-1.53167	14.1574 	0.860209	16.5588 	9	7	77.5701
-1.13295	-1.61394	14.9364 	0.970317	15.5269 	4	1	54.9321
-3.27731	-4.13973	41.8911 	0.763875	55.2742 	38	10	51.6324
-2.32111	-0.025025	67.7077 	0.758566	89.31   	62	24	0.61771
-2.37041	-0.388273	67.9188 	0.999619	67.9872 	2	1	9.30244
-2.4977 	-1.29658	68.5768 	0.999626	68.6602 	2	1	27.4342
-2.59738	-2.84297	70.5703 	0.999207	70.7314 	3	1	47.5848
-2.14304	-2.22363	72.2393 	0.999663	72.3297 	2	1	46.0574
-1.61129	-1.34202	73.168  	0.998687	73.2943 	4	1	39.7903
-0.891506	-1.70972	74.3812 	0.999682	74.4299 	2	1	62.4609
1.32716 	1.00235 	80.303  	0.994515	80.7631 	9	4	37.0621
1.41212 	0.119283	80.9461 	0.999731	80.9802 	2	0	4.82837
1.26286 	-0.231098	81.6041 	0.999736	81.6358 	2	1	-10.3701
2.15791 	0.084884	82.2402 	0.998377	82.4023 	5	2	2.25264
1.50145 	0.14859 	82.4411 	0.999741	82.4762 	2	2	5.65183
1.71797 	0.51677 	83.4922 	0.999748	83.5326 	2	1	16.7415
1.39421 	1.12024 	84.9425 	0.999756	84.9821 	2	1	38.7818
1.98416 	0.683255	85.9462 	0.999762	85.9923 	2	1	19.0014
1.13946 	0.853398	87.0362 	0.999478	87.0933 	3	2	36.8314
3.79161 	2.63147 	89.9063 	0.997348	90.2641 	7	3	34.7616
3.98285 	3.17073 	99.875  	0.994716	100.536 	11	7	38.5232
3.97184 	2.58758 	100.691 	0.999827	100.82  	2	1	33.0836
4.62564 	2.57619 	101.937 	0.999831	102.092 	2	0	29.1151
3.50555 	3.63072 	106.157 	0.998599	106.426 	6	2	46.0049
3.85022 	2.7746  	107.765 	0.999849	107.886 	2	1	35.7779
4.79417 	2.7797  	111.338 	0.999114	111.575 	5	0	30.1055
4.103   	2.54943 	112.249 	0.99986 	112.368 	2	1	31.8551
4.57188 	1.93307 	112.508 	0.999861	112.633 	2	0	22.9195
3.92683 	2.01907 	112.475 	0.999861	112.578 	2	0	27.211
3.9166  	2.01182 	112.884 	0.999862	112.985 	2	0	27.188
4.17722 	2.2486  	113.548 	0.999863	113.662 	2	0	28.2937
3.49101 	2.58715 	115.408 	0.999868	115.505 	2	0	36.5417
3.83469 	1.48824 	116.406 	0.99987 	116.493 	2	0	21.2111
4.1799  	1.43928 	116.601 	0.999871	116.7   	2	0	19.0004
4.43127 	2.09363 	118.385 	0.999717	118.519 	3	0	25.2892
3.21242 	0.961231	121.245 	0.999253	121.382 	5	3	16.6584
3.16536 	1.63315 	122.48  	0.999883	122.546 	2	0	27.2912
3.44329 	1.89798 	124.571 	0.999886	124.647 	2	0	28.864
2.20883 	2.37402 	126.921 	0.999754	126.994 	3	1	47.0644
3.26595 	1.57113 	127.726 	0.999892	127.791 	2	0	25.6905
4.33669 	2.0003  	129.545 	0.999764	129.664 	3	2	24.7616
4.88486 	2.28883 	130.986 	0.999898	131.111 	2	1	25.1058
4.60387 	1.45352 	134.859 	0.999613	134.998 	4	2	17.5218
5.06678 	1.50479 	135.624 	0.999904	135.74  	2	0	16.541
1.12482 	0.96565 	2.22064 	0.376491	7.09182 	7	3	40.646
0.17885 	1.66021 	2.04646 	0.490546	5.38434 	5	3	83.8515
1.43364 	0.796005	2.63769 	0.551809	5.6285  	5	1	29.0405
-0.377783	0.500476	6.29914 	0.599653	10.5566 	9	3	-52.9528
-0.500045	0.263291	6.82547 	0.964436	7.10137 	2	1	-27.7684
-1.316  	-0.356631	7.867   	0.943064	8.46632 	3	1	15.1628
-2.26968	-0.717232	8.72102 	0.95472 	9.46876 	3	0	17.5368
-2.80847	-2.03822	10.9089 	0.971051	11.7888 	3	1	35.97
-2.13315	-2.04397	10.7808 	0.969724	11.5272 	3	2	43.777
-4.10317	-0.499574	18.8953 	0.38106 	50.7587 	50	21	6.94179
-3.97553	-0.65973	19.8981 	0.995749	20.3887 	2	0	9.42225
-3.85422	-0.783089	19.6451 	0.99564 	20.1227 	2	1	11.4849
-3.53119	-1.2146 	20.8737 	0.966481	21.9405 	6	1	18.9814
-2.27503	-1.19259	21.7593 	0.996355	21.9906 	2	2	27.6639
-0.458245	-4.18514	30.0496 	0.873708	34.7291 	18	8	83.7515
2.6346  	-3.056  	46.1857 	0.933335	49.673  	19	8	-49.2352
2.5858  	-0.651219	50.7995 	0.991763	51.2919 	7	3	-14.1357
2.70389 	-2.39556	54.0952 	0.997611	54.3455 	4	2	-41.54
