-2.96946 -1.37409 1.31954 
-1.87139 0.181019 0.661375 
-4.39508 -0.473785 0.554685 
-2.87536 -2.44851 0.664583 
-1.52131 0.065152 0.691235 
-0.198852 -0.741144 -0.81565 
-2.54908 0.762788 -0.535974 
-2.53289 1.65098 1.72582 
-6.54949 -0.20366 -0.221867 
-6.03565 0.586555 1.69035 
-5.75264 -2.39744 -0.005286 
-6.3728 0.913361 -0.052934 
-0.576627 -2.76209 -0.20114 
-1.44874 -2.51228 -0.595301 
2.22016 -1.21687 -1.12426 
-0.283021 0.275797 -1.77983 
0.460569 -2.83296 0.018459 
-3.03667 0.924814 -2.77512 
-2.21358 0.682404 -2.13954 
-2.74234 0.54621 -2.60306 
-2.69023 -0.663878 -2.22383 
-6.86126 0.697591 -0.637494 
-7.09224 -1.42883 1.39277 
-6.73083 -2.4141 0.699677 
-7.36794 0.981754 -1.74596 
-7.03388 -1.16179 -1.215 
-5.71174 1.95307 3.5273 
-8.52561 1.59495 -0.522957 
0.525279 -4.0264 0.528029 
0.489866 -3.30068 0.527702 
-2.20125 -1.92361 -2.09893 
1.18361 0.676241 -2.34779 
4.00805 -0.806735 -2.37935 
3.00583 -1.84734 1.16295 
1.93908 -1.62678 -3.53301 
4.06707 -1.02486 -0.857806 
0.509017 2.20207 -0.86509 
-0.113959 -0.578147 -4.0279 
-0.230104 1.62521 -3.07592 
0.320778 1.71742 -1.33414 
-3.88668 2.0117 -2.89546 
-4.17523 0.67224 -3.29606 
-3.41659 -0.154304 -2.76932 
-3.46614 -0.573882 -4.72736 
-1.39067 -1.17703 -3.49931 
-8.84902 1.03146 -1.96351 
-8.6095 -0.436778 2.40581 
-4.36573 1.63258 5.4627 
-4.38142 1.83818 4.08689 
-7.41106 0.703501 4.61909 
-7.02357 2.68956 5.08376 
-6.6715 3.75376 2.50537 
-5.61714 0.318102 4.99434 
-9.69056 1.73528 0.261155 
1.46499 -5.93091 1.81173 
0.768874 -5.83763 2.20229 
2.12089 -5.66293 0.231014 
2.23464 1.97756 -3.58763 
1.74762 1.49452 -3.75436 
1.8968 2.32084 -3.13455 
6.41093 -0.364583 -1.94184 
4.96868 -0.49993 -2.83304 
2.86789 0.618387 0.901616 
3.22728 -2.70144 1.09118 
1.92717 -0.833973 -4.42263 
0.987647 -3.48483 -2.57874 
0.586657 -1.65531 -5.48689 
2.48228 -2.5874 -5.74358 
1.17794 -3.29879 -5.16702 
1.60419 -2.58327 -4.90735 
2.77167 -0.981177 -4.55142 
6.00886 -0.267399 0.211864 
-1.10117 3.25156 -1.43397 
2.27039 2.0761 0.021911 
-0.458101 -1.09753 -5.37869 
-0.57906 -2.30908 -4.87218 
-1.48643 3.39905 -3.34306 
-2.22901 3.25616 -3.8437 
-4.82097 -0.554537 -6.72094 
-2.56414 2.82947 4.24316 
-6.19651 2.78802 6.11772 
-4.81506 -0.28409 4.6607 
-5.02444 3.64988 5.54102 
-3.77284 -0.579862 5.11779 
-6.7941 -0.701872 4.59552 
-7.17924 3.73836 5.20643 
-8.8047 3.20381 5.80219 
