     p_x	     p_y	     p_z	       v	       E	A	Z	polar angle

-0.940518	-2.4977 	182.953 	0.445285	410.912 	392	162	69.366
0.621436	-0.25014	184.558 	0.446548	413.302 	394	160	-21.9258
0.132382	1.8382  	187.121 	0.453335	412.785 	392	156	85.8809
-3.41942	1.26386 	180.689 	0.442703	408.233 	390	160	-20.285
1.60242 	-1.95796	186.858 	0.452848	412.667 	392	159	-50.7027
-1.45124	-0.160176	186.69  	0.452502	412.586 	392	159	6.29833
-0.171185	-3.20651	185.17  	0.448697	412.747 	393	162	86.9441
1.12042 	-1.10628	185.571 	0.44852 	413.756 	394	162	-44.636
-2.95518	0.640465	185.705 	0.449721	412.989 	393	158	-12.2284
-1.16677	0.126432	190.606 	0.458151	416.042 	394	157	-6.18447
0.221228	-0.489194	191.155 	0.460112	415.456 	393	160	-65.6662
-0.642363	0.839897	187.96  	0.454022	413.995 	393	161	-52.5909
1.97459 	-0.581078	184.631 	0.447618	412.499 	393	160	-16.398
-3.02987	-0.241344	187.133 	0.45156 	414.47  	394	159	4.55428
-4.16202	0.563298	185.422 	0.450135	412.031 	392	161	-7.70772
0.815188	2.17045 	179.663 	0.442461	406.088 	388	157	69.4146
1.55546 	-1.06499	187.485 	0.452209	414.62  	394	161	-34.3985
0.130957	-0.509124	184.022 	0.448241	410.544 	391	159	-75.5751
1.04982 	0.848057	190.264 	0.457503	415.886 	394	157	38.9317
2.09234 	0.182703	185.851 	0.449064	413.888 	394	157	4.99042
1.72264 	2.09779 	186.85  	0.451918	413.504 	393	157	50.6083
-0.00574	0.894228	186.402 	0.452857	411.618 	391	157	-89.6323
0.057799	2.4017  	187.06  	0.452311	413.599 	393	154	88.6215
-0.013902	-3.21424	178.672 	0.435094	410.719 	394	161	89.7523
-2.84771	1.76793 	186.077 	0.450447	413.161 	393	156	-31.8331
1.00281 	1.6079  	189.966 	0.458786	414.083 	392	156	58.0491
-2.07917	-0.864826	183.406 	0.445243	411.954 	393	159	22.5848
2.26918 	0.760503	187.422 	0.453928	412.922 	392	159	18.5283
0.33239 	-0.401422	180.324 	0.441908	408.058 	390	157	-50.3742
0.416755	-1.02956	183.276 	0.999948	183.289 	2	0	-67.9625
1.87798 	-0.650392	185.83  	0.449025	413.876 	394	160	-19.1023
-2.73428	0.187102	183.039 	0.445451	410.954 	392	158	-3.91455
3.45198 	-0.310945	185.451 	0.45108 	411.2   	391	160	-5.14716
-2.22455	3.21203 	180.27  	0.438263	411.425 	394	158	-55.2948
2.10826 	2.41654 	187.502 	0.455029	412.126 	391	160	48.8977
-0.537206	-1.06167	184.797 	0.447926	412.571 	393	159	63.1606
1.07136 	-0.834314	185.847 	0.450871	412.206 	392	157	-37.9094
2.29258 	1.27612 	185.478 	0.450182	412.047 	392	156	29.1016
0.842616	1.57841 	186.992 	0.451258	414.399 	394	159	61.9051
-0.161698	0.147006	184.945 	0.450035	410.958 	391	159	-42.2752
-2.362  	3.27361 	182.375 	0.445111	409.83  	391	156	-54.1886
