  1  1  0.938300 -4.122635 -5.807293  8.599280  0.066745 -0.142174 -0.191774   1
  1  1  0.938300 -4.560598  1.908385  6.657657 -0.000997  0.158586  0.100462   1
  1  1  0.938300 -1.472148  2.822373 -0.587799  0.117589  0.006959 -0.084206   1
  1  1  0.938300 -2.004499  4.127087  8.227958  0.044349  0.238593 -0.040977   1
  1  1  0.938300 -6.551108  2.722370  3.913669 -0.014401  0.045774  0.174848   1
  1  1  0.938300 -1.938218 -0.092849 -0.874533 -0.071592 -0.143820 -0.067950   1
  1  1  0.938300  0.501909  0.153513  9.510915 -0.229356 -0.071370  0.083387   1
  1  1  0.938300  1.936813 -1.128686  2.050034 -0.005125  0.000920  0.202807   1
  1  1  0.938300 -1.372910  4.921883  5.199488  0.119065  0.023824 -0.150746   1
  1  1  0.938300 -1.650819  0.105674  6.120418 -0.177277 -0.003558 -0.007906   1
  1  1  0.938300 -3.386562 -0.587804  4.650063  0.088270 -0.160543 -0.128954   1
  1  1  0.938300  2.202836 -1.717491  6.092404 -0.162905 -0.246535  0.165825   1
  1  1  0.938300 -6.933995  4.656404  4.964224 -0.032785  0.253603  0.128221   1
  1  1  0.938300 -8.981614 -2.070545  7.470182 -0.188776  0.061136  0.038132   1
  1  1  0.938300  3.027254 -1.693096  6.973655 -0.046543  0.204713 -0.026871   1
  1  1  0.938300  4.729952  4.924607  4.458018  0.208000  0.068042 -0.083597   1
  1  1  0.938300 -1.572486 -0.008412  7.871494  0.209036 -0.027218 -0.088361   1
  1  1  0.938300 -7.210303  3.371920  8.408662 -0.107701  0.085415  0.075020   1
  1  1  0.938300 -8.821868  1.986021  7.734954 -0.030434  0.151006 -0.072433   1
  1  1  0.938300 -4.422809  5.343300  7.295358 -0.028525 -0.037446  0.065978   1
  1  1  0.938300  2.154788  2.695192  5.536351  0.186514  0.001392  0.103850   1
  1  1  0.938300 -1.550789 -2.387420  3.639266 -0.021066  0.118503  0.209563   1
  1  1  0.938300 -6.067778 -1.159705  7.266006 -0.090462 -0.137159 -0.053736   1
  1  1  0.938300 -4.985836 -4.638624 10.912102 -0.016812  0.147184  0.201438   1
  1  1  0.938300 -2.397183  1.358779  5.796127 -0.010177 -0.088504 -0.211436   1
  1  1  0.938300 -5.493886  5.227065  6.782708  0.074547 -0.215507 -0.069052   1
  1  1  0.938300 -5.121193  1.565556 10.184728 -0.092962  0.045545 -0.000100   1
  1  1  0.938300 -7.610408  2.381882  4.362731 -0.239970 -0.103050  0.042820   1
  1  1  0.938300 -3.344535  2.259737  8.065362 -0.082102 -0.041520  0.083332   1
  1  1  0.938300  3.919869 -0.790642  5.607734  0.159114 -0.052635 -0.023635   1
  1  1  0.938300 -7.373481  1.173773  1.416837  0.039011  0.174507 -0.045842   1
  1  1  0.938300 -1.573635 -0.618149 12.148598 -0.213904 -0.024650  0.087652   1
  1  1  0.938300 -1.339976  0.385366  1.215545  0.152761 -0.089294  0.231180   1
  1  1  0.938300 -1.138451  2.100015 11.774580  0.029508  0.010511  0.056594   1
  1  1  0.938300 -2.315174 -4.491602  3.115164 -0.138144 -0.019230  0.122709   1
  1  1  0.938300 -5.704640  1.036861  8.484703 -0.003911  0.031921 -0.259166   1
  1  1  0.938300 -3.526071 -3.476340  5.769578  0.050042  0.045937  0.045871   1
  1  1  0.938300  3.139427 -2.464698  2.626497  0.078957 -0.066005 -0.039115   1
  1  1  0.938300 -3.639848  5.003855  3.033443 -0.102483 -0.045579 -0.065762   1
  1  1  0.938300  0.730023 -2.619114  8.240314 -0.216142  0.121771  0.006249   1
  1  1  0.938300 -0.804623 -2.486966  7.797842  0.164697  0.214671  0.064226   1
  1  1  0.938300 -6.269500 -2.210415  9.329554 -0.068696  0.119110  0.128867   1
