  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3338E+00  0.2498E-01  0.3045E-02  0.4632E-01
  0.4438E+00  0.5098E-01  0.6728E-02  0.6776E-01
  0.5232E+00  0.8076E-01  0.1178E-01  0.8683E-01
  0.8329E+00  0.3005E+00  0.1313E+00  0.1955E+00
  0.8559E+00  0.3210E+00  0.1606E+00  0.2060E+00
  0.8237E+00  0.2922E+00  0.1211E+00  0.1914E+00
  0.9928E+00  0.4486E+00  0.4182E+00  0.2762E+00
  0.9701E+00  0.4273E+00  0.3710E+00  0.2637E+00
  0.9928E+00  0.4486E+00  0.4182E+00  0.2762E+00
  0.1427E+01  0.8688E+00  0.1182E+01  0.5806E+00
  0.1314E+01  0.7580E+00  0.1006E+01  0.4907E+00
  0.2025E+01  0.1452E+01  0.1986E+01  0.1106E+01
  0.1861E+01  0.1291E+01  0.1779E+01  0.9588E+00
  0.1861E+01  0.1291E+01  0.1779E+01  0.9588E+00
  0.9246E+00  0.3844E+00  0.2782E+00  0.2396E+00
  0.8260E+00  0.2942E+00  0.1235E+00  0.1924E+00
  0.1038E+01  0.4916E+00  0.5112E+00  0.3023E+00
  0.1301E+01  0.7457E+00  0.9849E+00  0.4807E+00
  0.1393E+01  0.8350E+00  0.1129E+01  0.5525E+00
  0.1314E+01  0.7580E+00  0.1006E+01  0.4907E+00
  0.1587E+01  0.1024E+01  0.1412E+01  0.7152E+00
  0.1479E+01  0.9191E+00  0.1259E+01  0.6236E+00
  0.1393E+01  0.8350E+00  0.1129E+01  0.5525E+00
