    13.9646    4.3582    0.5299    0.3867   -0.2641    0.7949  -11.0462    3.4370                                                   
    13.9596    4.3576    0.5455    0.3804   -0.2609    0.7995  -10.9342    3.4721                                                   
    13.9540    4.3568    0.5616    0.3743   -0.2578    0.8041  -10.8229    3.5072                                                   
    13.9477    4.3559    0.5780    0.3684   -0.2547    0.8086  -10.7125    3.5424                                                   
    13.9408    4.3550    0.5948    0.3626   -0.2516    0.8131  -10.6029    3.5776                                                   
    13.9334    4.3539    0.6121    0.3569   -0.2485    0.8175  -10.4942    3.6128                                                   
    13.9254    4.3528    0.6297    0.3513   -0.2455    0.8219  -10.3865    3.6481                                                   
    13.9168    4.3516    0.6478    0.3459   -0.2426    0.8262  -10.2797    3.6835                                                   
    13.9077    4.3503    0.6662    0.3406   -0.2396    0.8305  -10.1740    3.7189                                                   
    13.8981    4.3489    0.6851    0.3354   -0.2367    0.8347  -10.0694    3.7544                                                   
    13.8879    4.3474    0.7044    0.3303   -0.2338    0.8390   -9.9658    3.7899                                                   
    13.8773    4.3459    0.7240    0.3253   -0.2309    0.8431   -9.8633    3.8254                                                   
    13.8662    4.3443    0.7441    0.3204   -0.2281    0.8473   -9.7620    3.8610                                                   
    13.8546    4.3426    0.7645    0.3157   -0.2252    0.8514   -9.6619    3.8967                                                   
    13.8426    4.3409    0.7853    0.3110   -0.2225    0.8554   -9.5630    3.9324                                                   
    13.8301    4.3391    0.8065    0.3064   -0.2197    0.8594   -9.4653    3.9681                                                   
    13.8172    4.3372    0.8281    0.3020   -0.2169    0.8634   -9.3688    4.0039                                                   
    13.8039    4.3352    0.8501    0.2976   -0.2142    0.8674   -9.2736    4.0398                                                   
    13.7902    4.3332    0.8724    0.2933   -0.2115    0.8713   -9.1796    4.0757                                                   
    13.7761    4.3312    0.8950    0.2891   -0.2089    0.8752   -9.0869    4.1117                                                   
    13.7617    4.3291    0.9181    0.2850   -0.2062    0.8790   -8.9955    4.1477                                                   
    13.7468    4.3269    0.9414    0.2809   -0.2036    0.8829   -8.9055    4.1837                                                   
    13.7316    4.3246    0.9651    0.2770   -0.2010    0.8867   -8.8167    4.2198                                                   
    13.7161    4.3224    0.9892    0.2731   -0.1984    0.8904   -8.7292    4.2560                                                   
    13.7002    4.3200    1.0135    0.2693   -0.1958    0.8941   -8.6430    4.2922                                                   
    13.6840    4.3176    1.0382    0.2656   -0.1933    0.8978   -8.5581    4.3284                                                   
    13.6675    4.3152    1.0632    0.2620   -0.1908    0.9015   -8.4745    4.3647                                                   
    13.6507    4.3127    1.0885    0.2584   -0.1883    0.9051   -8.3923    4.4010                                                   
    13.6336    4.3102    1.1140    0.2549   -0.1858    0.9087   -8.3113    4.4374                                                   
    13.6162    4.3076    1.1399    0.2514   -0.1833    0.9123   -8.2316    4.4739                                                   
    13.5986    4.3050    1.1660    0.2481   -0.1809    0.9159   -8.1531    4.5104                                                   
    13.5806    4.3023    1.1924    0.2448   -0.1785    0.9194   -8.0759    4.5469                                                   
    13.5624    4.2996    1.2191    0.2415   -0.1761    0.9229   -8.0000    4.5835                                                   
    13.5440    4.2969    1.2460    0.2383   -0.1737    0.9263   -7.9253    4.6202                                                   
    13.5253    4.2941    1.2731    0.2352   -0.1713    0.9298   -7.8518    4.6569                                                   
    13.5063    4.2912    1.3005    0.2322   -0.1690    0.9332   -7.7795    4.6936                                                   
    13.4872    4.2884    1.3281    0.2292   -0.1666    0.9366   -7.7084    4.7304                                                   
    13.4678    4.2855    1.3559    0.2262   -0.1643    0.9399   -7.6385    4.7672                                                   
    13.4482    4.2825    1.3840    0.2233   -0.1620    0.9433   -7.5697    4.8041                                                   
    13.4284    4.2796    1.4122    0.2205   -0.1598    0.9466   -7.5021    4.8411                                                   
    13.4083    4.2766    1.4407    0.2177   -0.1575    0.9499   -7.4355    4.8781                                                   
    13.3881    4.2735    1.4693    0.2149   -0.1553    0.9531   -7.3701    4.9151                                                   
    13.3677    4.2705    1.4982    0.2122   -0.1530    0.9564   -7.3058    4.9522                                                   
    13.3472    4.2674    1.5272    0.2096   -0.1508    0.9596   -7.2425    4.9893                                                   
    13.3264    4.2643    1.5564    0.2070   -0.1486    0.9628   -7.1802    5.0265                                                   
    13.3055    4.2611    1.5857    0.2044   -0.1464    0.9660   -7.1190    5.0638                                                   
    13.2844    4.2579    1.6153    0.2019   -0.1443    0.9691   -7.0587    5.1011                                                   
    13.2631    4.2547    1.6450    0.1995   -0.1421    0.9722   -6.9995    5.1384                                                   
    13.2417    4.2515    1.6748    0.1970   -0.1400    0.9753   -6.9412    5.1758                                                   
    13.2202    4.2482    1.7048    0.1947   -0.1379    0.9784   -6.8838    5.2132                                                   
    13.1985    4.2450    1.7350    0.1923   -0.1358    0.9815   -6.8274    5.2507                                                   
    13.1766    4.2416    1.7653    0.1900   -0.1337    0.9845   -6.7719    5.2882                                                   
    13.1547    4.2383    1.7957    0.1878   -0.1316    0.9876   -6.7172    5.3258                                                   
    13.1326    4.2350    1.8263    0.1855   -0.1295    0.9906   -6.6634    5.3635                                                   
