  0.5195E-02  0.5924E-02  0.6740E-02  0.7647E-02  0.8644E-02  0.9724E-02  0.1087E-01  0.1206E-01  0.1324E-01  0.1434E-01  0.1528E-01  0.1594E-01  0.1621E-01  0.1597E-01  0.1515E-01  0.1373E-01  0.1182E-01  0.9597E-02  0.7297E-02  0.5161E-02  0.3376E-02
  0.6491E-02  0.7390E-02  0.8392E-02  0.9497E-02  0.1070E-01  0.1199E-01  0.1333E-01  0.1468E-01  0.1598E-01  0.1712E-01  0.1800E-01  0.1848E-01  0.1843E-01  0.1775E-01  0.1643E-01  0.1452E-01  0.1219E-01  0.9672E-02  0.7217E-02  0.5037E-02  0.3272E-02
  0.8526E-02  0.9687E-02  0.1097E-01  0.1237E-01  0.1388E-01  0.1545E-01  0.1706E-01  0.1861E-01  0.2001E-01  0.2113E-01  0.2182E-01  0.2193E-01  0.2135E-01  0.2003E-01  0.1803E-01  0.1550E-01  0.1268E-01  0.9835E-02  0.7207E-02  0.4967E-02  0.3207E-02
  0.1189E-01  0.1347E-01  0.1519E-01  0.1705E-01  0.1899E-01  0.2098E-01  0.2291E-01  0.2467E-01  0.2611E-01  0.2706E-01  0.2733E-01  0.2679E-01  0.2538E-01  0.2315E-01  0.2024E-01  0.1693E-01  0.1350E-01  0.1024E-01  0.7373E-02  0.5017E-02  0.3217E-02
  0.1632E-01  0.1857E-01  0.2105E-01  0.2374E-01  0.2656E-01  0.2942E-01  0.3215E-01  0.3452E-01  0.3625E-01  0.3708E-01  0.3677E-01  0.3522E-01  0.3245E-01  0.2869E-01  0.2429E-01  0.1966E-01  0.1521E-01  0.1123E-01  0.7901E-02  0.5286E-02  0.3352E-02
  0.1713E+00  0.1713E+00  0.1713E+00  0.1713E+00  0.1713E+00  0.1713E+00  0.1713E+00  0.1713E+00  0.1713E+00  0.1713E+00  0.9054E-01  0.6908E-01  0.5524E-01  0.4398E-01  0.3426E-01  0.2592E-01  0.1896E-01  0.1338E-01  0.9089E-02  0.5919E-02  0.3681E-02
  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.1326E+00  0.6640E-01  0.4153E-01  0.2710E-01  0.1770E-01  0.1137E-01  0.7108E-02  0.4288E-02
  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.9115E-01  0.4466E-01  0.2569E-01  0.1530E-01  0.9082E-02  0.5274E-02
  0.5194E-02  0.5938E-02  0.6778E-02  0.7725E-02  0.8783E-02  0.9955E-02  0.1124E-01  0.1263E-01  0.1409E-01  0.1558E-01  0.1704E-01  0.1837E-01  0.1944E-01  0.2008E-01  0.2009E-01  0.1925E-01  0.1742E-01  0.1461E-01  0.1117E-01  0.7713E-02  0.4807E-02
  0.5990E-02  0.6842E-02  0.7803E-02  0.8881E-02  0.1008E-01  0.1140E-01  0.1284E-01  0.1437E-01  0.1595E-01  0.1754E-01  0.1904E-01  0.2033E-01  0.2126E-01  0.2165E-01  0.2128E-01  0.1997E-01  0.1766E-01  0.1448E-01  0.1087E-01  0.7407E-02  0.4592E-02
  0.7183E-02  0.8197E-02  0.9335E-02  0.1061E-01  0.1201E-01  0.1354E-01  0.1519E-01  0.1691E-01  0.1866E-01  0.2035E-01  0.2186E-01  0.2304E-01  0.2371E-01  0.2366E-01  0.2271E-01  0.2074E-01  0.1783E-01  0.1425E-01  0.1047E-01  0.7049E-02  0.4352E-02
  0.9046E-02  0.1031E-01  0.1172E-01  0.1328E-01  0.1498E-01  0.1682E-01  0.1876E-01  0.2073E-01  0.2266E-01  0.2443E-01  0.2585E-01  0.2675E-01  0.2691E-01  0.2612E-01  0.2428E-01  0.2144E-01  0.1785E-01  0.1387E-01  0.9999E-02  0.6661E-02  0.4107E-02
  0.1217E-01  0.1383E-01  0.1567E-01  0.1769E-01  0.1986E-01  0.2214E-01  0.2447E-01  0.2674E-01  0.2882E-01  0.3049E-01  0.3155E-01  0.3174E-01  0.3087E-01  0.2884E-01  0.2577E-01  0.2192E-01  0.1767E-01  0.1340E-01  0.9498E-02  0.6283E-02  0.3879E-02
  0.1808E-01  0.2045E-01  0.2303E-01  0.2579E-01  0.2865E-01  0.3152E-01  0.3425E-01  0.3664E-01  0.3844E-01  0.3938E-01  0.3921E-01  0.3779E-01  0.3513E-01  0.3144E-01  0.2704E-01  0.2227E-01  0.1747E-01  0.1297E-01  0.9082E-02  0.5986E-02  0.3708E-02
  0.2970E-01  0.3316E-01  0.3675E-01  0.4036E-01  0.4384E-01  0.4699E-01  0.4958E-01  0.5134E-01  0.5200E-01  0.5134E-01  0.4923E-01  0.4570E-01  0.4096E-01  0.3537E-01  0.2937E-01  0.2340E-01  0.1783E-01  0.1296E-01  0.8959E-02  0.5876E-02  0.3644E-02
  0.2223E+00  0.2223E+00  0.2223E+00  0.2223E+00  0.2223E+00  0.2223E+00  0.2223E+00  0.2223E+00  0.2223E+00  0.2223E+00  0.1102E+00  0.8044E-01  0.6230E-01  0.4844E-01  0.3706E-01  0.2766E-01  0.2003E-01  0.1402E-01  0.9444E-02  0.6096E-02  0.3750E-02
  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.1316E+00  0.6520E-01  0.4046E-01  0.2624E-01  0.1706E-01  0.1093E-01  0.6816E-02  0.4100E-02
  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.8272E-01  0.4045E-01  0.2324E-01  0.1383E-01  0.8211E-02  0.4773E-02
  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.8133E-01  0.3463E-01  0.1859E-01  0.1044E-01  0.5843E-02
  0.1021E-01  0.1170E-01  0.1339E-01  0.1532E-01  0.1751E-01  0.1999E-01  0.2278E-01  0.2592E-01  0.2944E-01  0.3335E-01  0.3768E-01  0.4231E-01  0.4674E-01  0.4947E-01  0.4860E-01  0.4435E-01  0.3885E-01  0.3238E-01  0.2332E-01  0.1392E-01  0.7387E-02
  0.1249E-01  0.1430E-01  0.1637E-01  0.1870E-01  0.2135E-01  0.2434E-01  0.2769E-01  0.3143E-01  0.3557E-01  0.4011E-01  0.4492E-01  0.4951E-01  0.5255E-01  0.5212E-01  0.4791E-01  0.4198E-01  0.3637E-01  0.3031E-01  0.2163E-01  0.1284E-01  0.6850E-02
  0.1643E-01  0.1880E-01  0.2149E-01  0.2453E-01  0.2796E-01  0.3180E-01  0.3606E-01  0.4075E-01  0.4579E-01  0.5093E-01  0.5545E-01  0.5790E-01  0.5675E-01  0.5201E-01  0.4531E-01  0.3866E-01  0.3329E-01  0.2771E-01  0.1957E-01  0.1160E-01  0.6261E-02
  0.2422E-01  0.2768E-01  0.3157E-01  0.3594E-01  0.4079E-01  0.4610E-01  0.5174E-01  0.5740E-01  0.6239E-01  0.6563E-01  0.6607E-01  0.6344E-01  0.5820E-01  0.5101E-01  0.4294E-01  0.3566E-01  0.3022E-01  0.2478E-01  0.1725E-01  0.1028E-01  0.5660E-02
  0.4377E-01  0.4946E-01  0.5551E-01  0.6170E-01  0.6765E-01  0.7284E-01  0.7670E-01  0.7878E-01  0.7888E-01  0.7701E-01  0.7334E-01  0.6808E-01  0.6114E-01  0.5229E-01  0.4251E-01  0.3397E-01  0.2771E-01  0.2180E-01  0.1490E-01  0.9027E-02  0.5105E-02
  0.6366E-01  0.7144E-01  0.7916E-01  0.8639E-01  0.9261E-01  0.9731E-01  0.9999E-01  0.1003E+00  0.9797E-01  0.9315E-01  0.8574E-01  0.7646E-01  0.6664E-01  0.5573E-01  0.4401E-01  0.3383E-01  0.2603E-01  0.1921E-01  0.1292E-01  0.8007E-02  0.4665E-02
  0.4352E+00  0.4352E+00  0.4352E+00  0.4352E+00  0.4352E+00  0.4352E+00  0.4352E+00  0.4352E+00  0.4352E+00  0.4352E+00  0.1874E+00  0.1255E+00  0.9134E-01  0.6776E-01  0.4985E-01  0.3614E-01  0.2578E-01  0.1787E-01  0.1183E-01  0.7431E-02  0.4419E-02
  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.1611E+00  0.7715E-01  0.4663E-01  0.2969E-01  0.1908E-01  0.1212E-01  0.7489E-02  0.4445E-02
  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.8640E-01  0.4180E-01  0.2379E-01  0.1406E-01  0.8312E-02  0.4813E-02
  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.7857E-01  0.3330E-01  0.1780E-01  0.9957E-02  0.5566E-02
  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.5473E-01  0.2376E-01  0.1245E-01  0.6724E-02
  0.3275E-01  0.3806E-01  0.4439E-01  0.5202E-01  0.6124E-01  0.7229E-01  0.8495E-01  0.9772E-01  0.1077E+00  0.1129E+00  0.1130E+00  0.1090E+00  0.1027E+00  0.9561E-01  0.8572E-01  0.6728E-01  0.4569E-01  0.3285E-01  0.3162E-01  0.2792E-01  0.1357E-01
  0.4850E-01  0.5634E-01  0.6552E-01  0.7612E-01  0.8786E-01  0.9979E-01  0.1102E+00  0.1175E+00  0.1207E+00  0.1199E+00  0.1154E+00  0.1079E+00  0.9889E-01  0.9117E-01  0.8383E-01  0.6715E-01  0.4480E-01  0.3154E-01  0.2963E-01  0.2468E-01  0.1199E-01
  0.8240E-01  0.9273E-01  0.1031E+00  0.1127E+00  0.1209E+00  0.1271E+00  0.1309E+00  0.1323E+00  0.1312E+00  0.1277E+00  0.1217E+00  0.1118E+00  0.9830E-01  0.8623E-01  0.7942E-01  0.6566E-01  0.4348E-01  0.3016E-01  0.2734E-01  0.2107E-01  0.1033E-01
  0.1116E+00  0.1203E+00  0.1284E+00  0.1354E+00  0.1412E+00  0.1454E+00  0.1475E+00  0.1474E+00  0.1445E+00  0.1382E+00  0.1292E+00  0.1198E+00  0.1052E+00  0.8611E-01  0.7497E-01  0.6263E-01  0.4159E-01  0.2876E-01  0.2464E-01  0.1735E-01  0.8724E-02
  0.3498E-01  0.4945E-01  0.7065E-01  0.9872E-01  0.1297E+00  0.1567E+00  0.1748E+00  0.1826E+00  0.1809E+00  0.1709E+00  0.1560E+00  0.1355E+00  0.1167E+00  0.9281E-01  0.7407E-01  0.5898E-01  0.3937E-01  0.2735E-01  0.2144E-01  0.1393E-01  0.7317E-02
  0.6786E+00  0.6786E+00  0.6786E+00  0.6786E+00  0.6786E+00  0.6786E+00  0.6786E+00  0.6786E+00  0.6786E+00  0.6786E+00  0.3515E+00  0.2282E+00  0.1587E+00  0.1123E+00  0.8043E-01  0.5710E-01  0.3789E-01  0.2594E-01  0.1813E-01  0.1127E-01  0.6244E-02
  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.2560E+00  0.1132E+00  0.6487E-01  0.3988E-01  0.2526E-01  0.1602E-01  0.9774E-02  0.5613E-02
  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.5005E-01  0.2793E-01  0.1630E-01  0.9566E-02  0.5479E-02
  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.8521E-01  0.3582E-01  0.1894E-01  0.1051E-01  0.5846E-02
  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.5517E-01  0.2384E-01  0.1241E-01  0.6669E-02
  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.3237E-01  0.1515E-01  0.7884E-02
  0.1583E+00  0.1695E+00  0.1796E+00  0.1884E+00  0.1956E+00  0.2008E+00  0.2037E+00  0.2040E+00  0.2020E+00  0.1975E+00  0.1879E+00  0.1709E+00  0.1573E+00  0.1500E+00  0.1171E+00  0.8826E-01  0.9022E-01  0.5928E-01  0.3137E-01  0.2896E-01  0.2431E-01
  0.1490E+00  0.1641E+00  0.1783E+00  0.1909E+00  0.2013E+00  0.2092E+00  0.2139E+00  0.2155E+00  0.2130E+00  0.2055E+00  0.1971E+00  0.1829E+00  0.1576E+00  0.1470E+00  0.1213E+00  0.8638E-01  0.8431E-01  0.5535E-01  0.3005E-01  0.2749E-01  0.2087E-01
  0.7263E-01  0.9377E-01  0.1206E+00  0.1513E+00  0.1814E+00  0.2065E+00  0.2240E+00  0.2333E+00  0.2341E+00  0.2282E+00  0.2135E+00  0.1965E+00  0.1714E+00  0.1445E+00  0.1246E+00  0.8573E-01  0.7821E-01  0.5049E-01  0.2856E-01  0.2541E-01  0.1722E-01
  0.9053E-02  0.1267E-01  0.1860E-01  0.2895E-01  0.4830E-01  0.8624E-01  0.1538E+00  0.2314E+00  0.2756E+00  0.2815E+00  0.2626E+00  0.2309E+00  0.1970E+00  0.1539E+00  0.1273E+00  0.8652E-01  0.7222E-01  0.4508E-01  0.2695E-01  0.2250E-01  0.1370E-01
  0.2851E+00  0.2851E+00  0.2851E+00  0.2851E+00  0.2851E+00  0.2851E+00  0.2851E+00  0.2851E+00  0.2851E+00  0.2851E+00  0.5137E+00  0.3960E+00  0.2766E+00  0.1921E+00  0.1367E+00  0.9019E-01  0.6643E-01  0.4000E-01  0.2523E-01  0.1880E-01  0.1069E-01
  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.4900E+00  0.1896E+00  0.1039E+00  0.6260E-01  0.3690E-01  0.2330E-01  0.1513E-01  0.8495E-02
  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.1577E+00  0.7094E-01  0.3798E-01  0.2186E-01  0.1286E-01  0.7246E-02
  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.1056E+00  0.4384E-01  0.2275E-01  0.1248E-01  0.6882E-02
  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.6146E-01  0.2637E-01  0.1357E-01  0.7228E-02
  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.3368E-01  0.1567E-01  0.8084E-02
  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.5380E-01  0.1876E-01  0.9298E-02
  0.5198E-01  0.6734E-01  0.8994E-01  0.1233E+00  0.1691E+00  0.2214E+00  0.2666E+00  0.2963E+00  0.3097E+00  0.3104E+00  0.2970E+00  0.2820E+00  0.2444E+00  0.2277E+00  0.1695E+00  0.1623E+00  0.9789E-01  0.9088E-01  0.5631E-01  0.2808E-01  0.2886E-01
  0.1977E-01  0.2551E-01  0.3408E-01  0.4768E-01  0.7065E-01  0.1114E+00  0.1794E+00  0.2608E+00  0.3165E+00  0.3360E+00  0.3295E+00  0.3028E+00  0.2693E+00  0.2333E+00  0.1770E+00  0.1574E+00  0.9694E-01  0.8596E-01  0.5074E-01  0.2692E-01  0.2627E-01
  0.3871E-02  0.5234E-02  0.7327E-02  0.1069E-01  0.1639E-01  0.2675E-01  0.4745E-01  0.9417E-01  0.2033E+00  0.3451E+00  0.3911E+00  0.3658E+00  0.3136E+00  0.2495E+00  0.1924E+00  0.1538E+00  0.9573E-01  0.8010E-01  0.4471E-01  0.2558E-01  0.2281E-01
  0.9448E-01  0.9448E-01  0.9448E-01  0.9448E-01  0.9448E-01  0.9448E-01  0.9448E-01  0.9448E-01  0.9448E-01  0.9448E-01  0.2910E+00  0.5624E+00  0.4520E+00  0.3186E+00  0.2217E+00  0.1556E+00  0.9514E-01  0.7276E-01  0.3883E-01  0.2397E-01  0.1868E-01
  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.8457E+00  0.3213E+00  0.1736E+00  0.9863E-01  0.6390E-01  0.3401E-01  0.2181E-01  0.1451E-01
