  0.20100000E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20120001E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20139999E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20160000E+01  0.28009531E+00  0.29029482E-03  0.18747703E-05
  0.20179999E+01  0.28367278E+00  0.40631439E-02  0.83415784E-04
  0.20200000E+01  0.28728679E+00  0.10134432E-01  0.30590652E-03
  0.20220001E+01  0.29093689E+00  0.17896248E-01  0.68594498E-03
  0.20239999E+01  0.29462308E+00  0.27059546E-01  0.12350593E-02
  0.20260000E+01  0.29834625E+00  0.37501689E-01  0.19646031E-02
  0.20279999E+01  0.30210593E+00  0.49141783E-01  0.28854134E-02
  0.20300000E+01  0.30590305E+00  0.61925098E-01  0.40082308E-02
  0.20320001E+01  0.30973747E+00  0.75820766E-01  0.53440793E-02
  0.20339999E+01  0.31360886E+00  0.90784088E-01  0.69031953E-02
  0.20360000E+01  0.31751844E+00  0.10683728E+00  0.86989831E-02
  0.20380001E+01  0.32146582E+00  0.12392817E+00  0.10740921E-01
  0.20400000E+01  0.32545087E+00  0.14213096E+00  0.13045769E-01
  0.20420001E+01  0.32947463E+00  0.16141646E+00  0.15625939E-01
  0.20439999E+01  0.33353645E+00  0.18177888E+00  0.18493909E-01
  0.20460000E+01  0.33763739E+00  0.20330305E+00  0.21669896E-01
  0.20480001E+01  0.34177721E+00  0.22593606E+00  0.25165103E-01
  0.20500000E+01  0.34595555E+00  0.24977517E+00  0.29002365E-01
  0.20520000E+01  0.35017374E+00  0.27482182E+00  0.33198882E-01
  0.20539999E+01  0.35443091E+00  0.30107948E+00  0.37770960E-01
  0.20560000E+01  0.35872820E+00  0.32865205E+00  0.42746861E-01
  0.20580001E+01  0.36306530E+00  0.35758194E+00  0.48149493E-01
  0.20599999E+01  0.36744198E+00  0.38786560E+00  0.53998500E-01
  0.20620000E+01  0.37185934E+00  0.41957393E+00  0.60323101E-01
  0.20639999E+01  0.37631652E+00  0.45277116E+00  0.67151703E-01
  0.20660000E+01  0.38081488E+00  0.48757404E+00  0.74521348E-01
  0.20680001E+01  0.38535398E+00  0.52394682E+00  0.82455061E-01
  0.20699999E+01  0.38993341E+00  0.56198442E+00  0.90988785E-01
  0.20720000E+01  0.39455464E+00  0.60176229E+00  0.10016239E+00
  0.20739999E+01  0.39921647E+00  0.64344430E+00  0.11002292E+00
  0.20760000E+01  0.40392029E+00  0.68699503E+00  0.12060300E+00
  0.20780001E+01  0.40866590E+00  0.73249841E+00  0.13194680E+00
  0.20799999E+01  0.41345254E+00  0.78015608E+00  0.14411545E+00
  0.20820000E+01  0.41828179E+00  0.83001351E+00  0.15715671E+00
  0.20840001E+01  0.42315313E+00  0.88206285E+00  0.17111155E+00
  0.20860000E+01  0.42806622E+00  0.93654758E+00  0.18605740E+00
  0.20880001E+01  0.43302226E+00  0.99343306E+00  0.20203575E+00
  0.20899999E+01  0.43802023E+00  0.10530366E+01  0.21914344E+00
  0.20920000E+01  0.44306159E+00  0.11153129E+01  0.23742868E+00
  0.20940001E+01  0.44814596E+00  0.11803622E+01  0.25696155E+00
  0.20960000E+01  0.45327258E+00  0.12485688E+01  0.27785859E+00
  0.20980000E+01  0.45844314E+00  0.13198930E+01  0.30018133E+00
  0.20999999E+01  0.46365625E+00  0.13943595E+01  0.32399163E+00
  0.21020000E+01  0.46891353E+00  0.14721162E+01  0.34938756E+00
  0.21040001E+01  0.47421440E+00  0.15536383E+01  0.37652043E+00
  0.21059999E+01  0.47955835E+00  0.16388510E+01  0.40544733E+00
  0.21080000E+01  0.48494679E+00  0.17276827E+01  0.43623018E+00
  0.21099999E+01  0.49037859E+00  0.18205882E+01  0.46902797E+00
