       p_x	       p_y	       p_z	       v	       E	A	Z	polar angle

  -1.67935	 -0.765976	   2.07986	0.207072	0.291065	14	8	155.482
  0.119647	  0.091905	  0.508046	0.271728	0.073385	2	1	37.5291
 -0.358451	 -0.567159	  0.498109	0.665185	 0.31823	1	1	122.293
 -0.046991	 -0.567055	   1.05821	0.788234	0.586271	1	1	94.7373
 -0.807245	  0.332952	  0.901156	0.555566	0.380643	2	0	157.586
 -0.024402	 -0.031815	 -0.225845	0.0488388	0.00560458	5	4	127.488
  0.453395	  0.270002	  0.309748	0.546364	0.181936	1	1	30.7743
  0.423586	  0.385439	  0.182569	0.305134	0.0939482	2	2	42.3004
  0.432322	  0.207187	   1.53466	0.650544	0.594464	2	1	25.6057
  0.440394	 -0.003247	  0.199055	0.458024	0.117189	1	1	0.422431
  0.171018	 -0.353881	  0.357167	0.272388	0.0737239	2	2	64.2072
 -0.300482	   0.57948	   0.51674	0.663808	0.316173	1	1	117.409
 -0.047955	  0.016112	   1.10565	0.507937	0.302026	2	1	161.429
  0.513486	  -1.20512	   1.17218	0.088837	0.0782352	21	10	66.9219
 -0.146169	 -0.084483	  0.456005	0.460231	0.118545	1	1	149.973
  0.331168	  0.190316	  0.029096	0.199962	 0.03869	2	1	29.8852
 -0.438493	 -0.979501	  0.433472	  0.2947	0.174417	4	3	114.117
 -0.093132	   0.79157	   0.52014	0.712228	0.398281	1	1	96.7104
 -0.279711	  0.272447	  0.547688	0.582745	0.216241	1	1	135.754
  0.188997	   1.16185	   3.80891	0.468974	0.992791	8	4	80.7607
 -0.633253	 -0.170507	  0.685225	0.711024	0.395964	1	1	164.93
  0.061425	  0.385354	  0.529372	0.574078	0.207578	1	1	80.9434
  0.410063	 -0.559054	  -0.10259	0.183528	0.0648655	4	2	53.7402
 -0.263998	   0.24122	  0.957852	0.736877	0.449518	1	1	137.582
  0.339487	 -0.274736	  0.613741	0.626146	0.265018	1	1	38.9822
  0.053064	  0.499628	   7.02202	0.600026	 2.34678	10	4	83.9376
  0.647129	  -0.17476	   0.28606	0.361952	0.136523	2	1	15.1125
 -0.136383	 -0.064748	 -0.032729	0.162501	0.0126355	1	1	154.604
 -0.432769	 -0.126308	  0.133078	0.448018	0.111188	1	1	163.73
  0.390312	 -0.052813	  0.438266	0.531942	0.169725	1	1	7.70588
  0.107539	  0.341625	  0.104478	0.369579	0.0714711	1	1	72.5268
  0.124791	  0.502866	  0.368457	0.220229	0.0708778	3	1	76.0631
  0.093812	 -0.404731	 -0.158095	 0.42825	0.100001	1	1	76.95
 -0.037924	 -0.219451	  0.412431	0.446998	 0.11059	1	1	99.8047
 -0.022995	   -0.5153	  0.360778	0.557229	0.191632	1	1	92.5552
  0.041024	  0.476822	  0.125391	 0.13066	0.0324602	4	2	85.0827
   0.22221	 -0.235423	 -0.209752	0.380334	0.0762195	1	1	46.6539
   0.25009	 -0.184929	  0.878049	0.704648	0.383952	1	1	36.4811
  0.120784	  0.391519	  0.583024	 0.60493	 0.23998	1	1	72.855
 -0.318744	   0.02664	 -0.063284	0.171148	0.0281093	2	1	175.223
 -0.442833	  0.164463	  0.381995	 0.54361	0.179548	1	1	159.626
 -0.968422	  0.181216	   1.44689	0.682224	0.689845	2	2	169.401
  0.106158	 -0.112551	  0.256159	0.303944	0.0465805	1	1	46.6744
 -0.048194	  0.505103	  0.805944	0.712459	0.398728	1	1	95.4504
 -0.227395	 -0.028442	  0.335986	0.397799	0.0843737	1	1	172.871
  0.318634	 -0.329199	  0.131956	0.453113	0.114215	1	1	45.9343
  -1.17228	   1.05153	   4.87564	0.263284	0.686599	20	6	138.108
  -0.20404	  0.079624	 -0.079195	0.240981	0.0284824	1	1	158.683
  -0.03208	  0.197855	   1.28322	0.810682	0.664085	1	1	99.2098
 -0.174735	 -0.292438	  0.211561	0.393101	0.0821247	1	1	120.859
   0.63059	  0.365494	   1.09981	0.424399	0.293864	3	2	30.0969
  0.173101	 -0.122407	  0.220052	0.309742	0.0485163	1	1	35.2658
  0.012738	  0.367719	  0.865318	 0.70797	0.390156	1	1	88.0161
 -0.207512	  0.147693	   0.22051	0.338023	0.058666	1	1	144.559
  0.271784	  0.244635	  0.884863	0.714322	 0.40235	1	1	41.9907
   0.93067	     1e-05	  0.670302	0.377319	0.224684	3	2	0.000615641
  0.073154	  0.326237	  0.894417	0.713005	0.400211	1	0	77.3614
 -0.141524	  0.619885	  0.771646	0.470147	  0.2497	2	1	102.861
  0.223292	  0.296756	  0.676203	0.634815	0.276276	1	0	53.0407
  0.155581	  0.242506	   0.16303	0.332496	0.0566477	1	0	57.3176
   0.45215	 -0.041417	  0.591083	0.621711	0.259856	1	0	5.2337
 -0.543997	  0.097342	  0.556352	0.640994	0.284379	1	0	169.855
  0.218219	 -0.968767	   5.20763	0.425816	 1.18513	12	3	77.3058
  0.006104	  0.170328	 -0.165552	0.245309	0.0295956	1	0	87.9477
 -0.327648	  0.166299	  0.113468	0.200607	0.0389683	2	0	153.09
  0.383506	 -0.238555	 -0.186699	0.461676	0.119566	1	0	31.8832
  0.425567	  0.480035	     1.468	0.494621	 0.42395	3	2	48.442
  0.174562	  0.873826	   1.36764	0.656014	0.610244	2	0	78.7029
  0.420802	 -0.084765	  0.688803	0.653922	0.302141	1	0	11.3891
  0.566263	  0.224571	  0.261897	0.229201	0.0770143	3	1	21.6325
 -0.494045	 -0.599851	   1.09594	0.336877	 0.23311	4	1	129.475
  0.003943	  0.149023	  0.349713	0.375269	0.0740368	1	0	88.4844
  -0.09497	  0.102947	 -0.078822	0.168705	0.0136549	1	0	132.692
 -0.348566	 -0.397941	 -0.055555	0.492888	0.140195	1	0	131.216
    0.2269	  0.291214	  0.773273	0.674068	0.332205	1	0	52.076
  0.281501	  0.006453	 -0.120234	0.160906	0.0247939	2	0	1.31319
 -0.862805	  0.235397	  0.931829	 0.32518	0.215862	4	0	164.74
 -0.312471	  0.388491	   0.35388	0.545639	0.181498	1	0	128.811
  0.542111	  0.001365	  0.611704	0.656559	0.305905	1	0	0.144267
  0.993904	  -0.37928	  0.914593	0.445794	0.330009	3	0	20.8872
 -0.050598	  0.115926	   0.39626	 0.40502	0.0880063	1	0	113.58
 -0.234682	  0.200011	  0.816182	0.680685	0.342778	1	0	139.56
  0.446228	 -0.195172	  0.870373	0.469236	0.248533	2	1	23.6237
  0.421953	  -0.49685	  0.718164	0.718451	0.410957	1	0	49.6603
  0.223449	  0.195938	  0.274564	0.395718	0.0834615	1	0	41.2469
  0.296253	 -0.492692	   2.99946	0.545359	0.906078	5	1	58.9818
 -0.102183	  0.190377	   0.06359	0.233245	0.0266342	1	0	118.224
  0.294129	 -0.030369	  0.821834	0.681071	0.343406	1	0	5.89494
   0.12668	  0.064556	 -0.125993	0.198296	0.0190243	1	0	27.0034
 -0.309132	  -1.23351	   0.92906	0.642561	0.572946	2	0	104.069
  0.013014	  0.627423	  0.584201	0.674288	0.332551	1	0	88.8118
   0.73805	 -0.106629	   2.82877	0.720451	 1.24453	3	1	8.22087
    0.0446	 -0.073373	  0.238208	 0.26036	0.0335414	1	0	58.7066
  0.095966	  0.222338	  0.054624	0.255594	0.0322613	1	0	66.654
  0.415536	 -0.785689	  0.513095	0.479738	0.262246	2	1	62.1265
 -0.581129	 -0.222358	  0.965094	0.774125	0.544335	1	0	159.062
 -0.357288	 -0.122648	  0.410106	0.510565	0.153065	1	0	161.054
 -0.256415	  0.231875	  0.402955	0.492192	0.139707	1	0	137.877
  0.370973	  0.270644	   0.32841	0.515271	0.156647	1	0	36.1127
  0.155759	  -0.25954	  0.523761	0.541576	0.177991	1	0	59.0306
 -0.477071	 -0.164249	  0.765624	0.438933	0.211991	2	1	161.002
  -0.51325	 -0.196413	 -0.081694	0.509221	0.152054	1	0	159.059
 -0.222379	 -0.003666	  0.073904	0.242163	0.0288061	1	0	179.056
 -0.094116	 -0.384956	  0.877904	0.716047	0.406171	1	0	103.739
 -0.140966	 -0.234875	  0.471905	0.279009	0.0776625	2	0	120.971
 -0.208714	  0.045741	   0.64567	0.586589	0.220424	1	0	167.639
  0.009321	  -0.42548	  0.390835	0.524078	0.163539	1	0	88.7451
  0.159135	  0.052494	  0.442322	0.449874	0.112404	1	0	18.2562
  0.021861	 -0.590468	  0.864756	0.744569	0.467646	1	0	87.8798
   0.26162	 -0.179825	  0.477701	0.521274	0.161319	1	0	34.5028
 -0.071609	  0.171675	  0.816782	0.665707	0.319354	1	0	112.642
   2.08621	  0.059928	   13.9231	0.661641	 5.32342	17	8	1.64541
  0.425105	 -0.079505	   1.08235	0.527534	0.332446	2	1	10.5933
  0.527736	 -0.935194	    8.3847	0.707407	 3.50352	9	5	60.5637
  0.062869	  0.205848	  0.218525	0.310802	0.0488754	1	1	73.0166
 -0.179263	  0.031398	  0.775088	0.647114	0.292336	1	1	170.066
 -0.441225	  0.304623	  0.568496	0.640079	0.282863	1	1	145.379
  0.092651	 -0.090151	  0.461834	0.455234	0.115492	1	1	44.2165
  0.289942	  0.373305	  0.622331	0.640097	0.282886	1	1	52.1639
 -0.516113	 -0.327854	   1.07096	0.549306	0.369036	2	2	147.575
 -0.452414	  0.535993	   5.57243	0.706251	 2.32241	6	4	130.167
 -0.325287	 -0.008159	  0.707855	0.638923	0.281336	1	1	178.563
 -0.344932	  0.269863	  0.640564	0.637418	0.279362	1	1	141.962
  -0.27371	 -0.075351	   5.06872	 0.73431	 2.22052	5	2	164.608
  -0.17372	  -0.05532	  0.858843	0.683363	0.346793	1	1	162.336
  0.160038	  0.352986	  0.314653	0.469819	0.124573	1	1	65.6113
 -0.543848	 -0.045606	  0.614348	0.658959	0.309044	1	1	175.207
 -0.335276	 -0.176864	   3.48496	0.682407	 1.38199	4	1	152.188
  0.435122	  0.134053	  0.500607	0.585062	0.218613	1	1	17.1231
  0.164019	  0.582518	  0.973322	0.773869	0.543023	1	1	74.2745
 -0.140055	  -0.34325	   2.34774	0.645003	0.868996	3	1	112.197
  0.340144	 -0.028605	  0.373099	0.474543	0.127628	1	1	4.80708
 -0.421691	 -0.546219	  0.464357	0.663459	0.315655	1	1	127.669
   0.03117	 -0.058609	    1.1783	0.782849	0.569526	1	1	61.9947
 -0.656511	 -0.699459	   4.64913	0.784294	 2.29766	4	1	133.186
  0.264567	 -0.089752	  0.281582	0.389133	0.0803432	1	0	18.7391
  0.175716	 -0.191645	   0.91552	0.712224	0.398273	1	1	47.4829
  0.398679	  0.592277	   1.21313	0.599968	0.469179	2	1	56.0544
  -0.14419	  0.037378	   1.04728	 0.74821	0.475796	1	1	165.467
  0.150625	  0.505228	  0.590519	0.644956	0.289396	1	1	73.399
  0.172198	  0.439226	    1.3348	0.602168	0.474041	2	1	68.5925
 -0.083847	  0.425076	   1.22735	0.810984	 0.66594	1	0	101.159
  0.103079	  0.193807	  0.925408	0.711988	0.397818	1	1	61.9931
 -0.044771	 -0.652062	  0.314555	0.611729	0.247739	1	1	93.9279
  0.428472	  0.211473	  0.393994	0.550982	0.186004	1	1	26.2687
   0.08724	  -0.34176	  0.816246	0.687974	0.354483	1	1	75.6802
 -0.132101	  0.054802	  0.699082	 0.60545	0.240564	1	1	157.469
 -0.105228	  0.555479	   1.19403	0.575364	0.418132	2	0	100.727
