       p_x	       p_y	       p_z	       v	       E	A	Z	polar angle

 -0.373114	 -0.117435	 -0.385982	 0.14488	0.0400194	4	3	162.529
 -0.059598	  0.056232	 -0.041017	0.0972255	0.00446504	1	1	136.665
  0.579174	 -0.787782	   8.26297	0.663361	 3.15711	10	4	53.6769
  0.197381	  -0.21014	  0.331346	0.424058	0.0977375	1	1	46.7933
 -0.030571	  0.185421	  0.129463	0.236391	0.0273601	1	1	99.3624
 -0.247138	 -0.115412	  0.039035	 0.14524	0.0201162	2	1	154.968
 -0.521435	   0.28945	  0.650084	 0.68511	0.349684	1	1	150.965
  0.140062	  0.144884	  0.264554	0.334163	0.0572093	1	1	45.9695
  0.079238	 -0.436589	  0.477747	0.171081	0.0561882	4	1	79.7132
  0.034984	  0.135839	   1.18937	 0.78695	0.582839	1	0	75.5579
 -0.275142	  0.051629	  0.670395	0.611925	0.248232	1	0	169.372
 -0.460596	  0.031083	  0.447305	0.565291	0.199119	1	1	176.139
  0.013318	  0.211666	  0.492572	0.496341	0.142486	1	1	86.3998
  0.154085	  0.054203	   0.04628	0.178098	0.0152397	1	1	19.3805
 -0.121407	 -0.165699	  0.554434	0.300451	0.0909232	2	1	126.23
  0.265078	 -0.092316	  0.106173	0.157879	0.0238394	2	1	19.2012
  0.101625	 -0.410143	 -0.030672	0.220283	0.0472425	2	2	76.0836
   -0.2552	  0.063325	   1.45673	0.130295	0.0968487	12	4	166.064
 -0.312597	 -0.230203	   1.10267	 0.77996	 0.56081	1	1	143.631
 -0.026105	  0.237841	  0.014046	0.247569	0.030138	1	1	96.2637
  0.252895	  0.343234	   0.13832	0.232264	0.0527738	2	1	53.6172
   0.45667	 -0.524771	   1.21181	0.597339	0.463185	2	2	48.9694
 -0.736373	   0.92976	   1.33944	0.231741	0.210162	8	2	128.379
  0.000281	  0.020014	  0.323653	0.326732	0.0544696	1	1	89.1957
  0.239341	  0.221436	  0.424343	0.274183	0.0747976	2	1	42.7747
 -0.195257	 -0.371976	   1.89848	0.459923	0.473674	4	2	117.696
 -0.251174	  0.004647	 -0.067768	0.267302	 0.03542	1	1	178.94
 -0.275779	 -0.367696	  0.497728	0.585514	0.219079	1	1	126.871
 -0.156045	 -0.102029	  0.862305	0.684733	 0.34943	1	0	146.822
   0.64578	  0.179468	  0.125107	0.235327	0.0813692	3	1	15.5311
  0.148221	 -0.119187	   1.13611	0.523059	0.325285	2	1	38.8034
  0.245601	 -0.037329	  0.282676	0.372348	0.0726745	1	1	8.64227
  0.507243	  0.013235	 -0.283162	0.0771637	0.0224525	8	4	1.49463
 -0.213401	 -0.662172	   0.15676	0.150267	0.0538876	5	3	107.863
   0.43788	  0.194922	  0.327276	0.526168	0.165035	1	1	23.9962
 -0.091833	  0.452492	  0.506202	0.589839	0.223579	1	1	101.472
  0.329051	  0.123101	  0.305699	0.444694	0.109246	1	1	20.5113
 -0.113456	  0.040029	 -0.386694	 0.39638	0.0836902	1	1	160.567
  0.071277	 -0.048531	  0.304496	0.319684	0.0519482	1	1	34.2501
  0.194768	 -0.465467	  0.340972	0.544535	0.180347	1	1	67.2939
 -0.557826	  0.117259	   0.95892	0.765387	0.519495	1	1	168.129
  0.056168	  0.012775	  -0.19495	0.211802	0.0217747	1	1	12.8135
  0.428579	 -0.044862	  0.691562	0.655803	0.304495	1	1	5.97574
  0.264241	  0.161389	  0.090829	0.325295	0.0539494	1	1	31.4151
 -0.135415	 -0.351424	   1.26163	0.574265	0.415745	2	1	111.073
  0.090131	 -0.285197	  0.126451	0.327146	0.0546202	1	1	72.4619
  0.321171	  0.320475	   1.03213	0.768739	0.528627	1	1	44.9379
  -0.16483	  0.109887	  0.018423	0.207491	0.0208678	1	1	146.31
 -0.079059	  0.144691	    1.5712	0.643943	0.576359	2	1	118.652
   0.14092	  -1.08644	  0.878328	0.599225	0.467299	2	2	82.6096
 -0.276087	  0.710949	   0.99654	0.555792	0.380852	2	1	111.223
  0.064793	 -0.489513	   1.44298	0.476364	0.386599	3	2	82.4601
 -0.086842	  0.466583	   1.67796	 0.52661	0.496347	3	2	100.544
  0.167629	  0.108457	    0.3562	0.212577	0.0439034	2	1	32.9031
 -0.514401	 -0.064118	  0.423671	0.580945	0.214415	1	1	172.895
  0.262198	  0.236813	  0.459199	0.525517	0.164513	1	1	42.0879
 -0.127053	 -0.210671	  0.107771	0.275278	0.0376963	1	1	121.094
 -0.461356	 -0.192304	   0.10307	0.477921	0.129847	1	1	157.373
 -0.170184	  -0.39283	 -0.086597	0.422129	0.0967082	1	1	113.424
  0.208932	  0.405916	   1.41665	0.467422	0.369266	3	2	62.7644
 -0.292408	  0.169611	   0.55621	0.570093	0.203702	1	1	149.884
  0.240748	  0.005188	  0.669608	0.604389	0.239372	1	1	1.23451
 -0.303324	  0.440835	  0.563876	0.638098	0.280253	1	1	124.531
  0.138002	  0.361278	  0.185084	0.222798	0.0483696	2	2	69.0941
 -0.483557	 -0.200953	  0.470006	0.600079	0.234587	1	1	157.434
 -0.187588	  0.329711	  0.015951	  0.3752	0.0739274	1	1	119.638
 -0.157903	  0.069905	   0.42142	0.235795	0.0544616	2	1	156.121
  0.179236	   0.08752	  0.789394	0.655515	0.304084	1	1	26.026
 -0.060362	  0.186713	 -0.036892	0.207986	0.0209934	1	0	107.915
 -0.414068	 -0.094305	  0.550906	0.595246	0.229574	1	0	167.17
  0.051134	  0.156845	  0.696254	0.606098	0.241553	1	0	71.9433
 -0.444709	 -0.032266	  0.427472	 0.54957	0.184949	1	0	175.85
 -0.150631	  0.149352	   1.57339	 0.49098	0.416579	3	0	135.244
  0.579338	 -0.250562	  0.758866	0.724526	0.423355	1	0	23.3884
  0.236935	  0.196202	    1.2845	 0.42465	0.294374	3	1	39.6276
   0.07032	 -0.275875	  0.569515	0.561218	0.195513	1	0	75.7
  0.618472	  0.000551	  0.696054	0.240621	0.113694	4	0	0.0510451
 -0.415738	  0.186692	  0.402112	0.543367	0.179529	1	0	155.817
 -0.040661	 -0.119677	  0.396249	0.404989	0.0879908	1	0	108.766
  0.092668	 -0.446855	  0.484719	0.578377	 0.21206	1	0	78.2842
 -0.001006	  0.134874	  -0.09412	0.172529	0.0142951	1	0	90.4274
 -0.875468	  0.924963	   5.18249	0.630432	 1.89412	7	2	133.425
 -0.179872	  0.081938	  0.970787	0.725792	0.425997	1	0	155.509
 -0.135859	  0.056471	 -0.056712	0.165604	0.013147	1	0	157.429
 -0.422974	 -0.068502	   0.32607	0.497442	0.143424	1	0	170.801
  -0.27187	 -0.151596	  0.887259	0.707588	0.389851	1	0	150.856
 -0.221786	  0.167239	  0.964155	0.471236	0.251234	2	0	142.982
 -0.012687	 -0.236311	  0.088759	0.259917	0.0334212	1	0	93.0732
 -0.325062	 -0.038063	  0.866909	0.702403	0.380229	1	0	173.322
  -0.60266	  0.031245	  0.815777	0.733963	 0.44353	1	0	177.032
  0.182285	 -0.080138	  0.037737	0.210975	0.0216222	1	0	23.7318
  -0.04335	  0.650943	  0.827018	0.489395	0.275369	2	1	93.8101
 -0.411573	 -0.021179	  0.695644	 0.65251	0.300146	1	0	177.054
  0.243212	  0.194212	  0.414818	0.483456	0.133691	1	0	38.6084
  0.019048	  0.088322	   1.84243	0.700743	0.754412	2	0	77.8298
  0.311033	 -0.210908	  0.190311	0.409305	0.0901564	1	0	34.1408
 -0.212407	 -0.146318	 -0.142122	0.299249	0.0450962	1	0	145.439
  0.078474	 -0.200109	  0.844637	0.680296	0.342146	1	0	68.5871
 -0.020832	   0.35223	  0.685611	 0.63462	0.276024	1	0	93.3848
  0.395618	 -0.106601	  0.823339	0.699709	0.375338	1	0	15.0804
  0.229625	  0.138019	  0.284479	0.384217	0.0780674	1	0	31.0085
 -0.063262	 -0.419861	  0.356355	0.508362	0.151411	1	0	98.5686
  0.365377	 -0.127798	  0.020271	0.381562	0.0768566	1	0	19.2783
  0.385857	  -0.18809	  0.066309	0.419828	0.0955924	1	0	25.9874
 -0.117298	 -0.078947	  0.342531	0.367088	0.0704751	1	0	146.058
  0.021854	  0.061618	  0.035446	0.0789533	0.00294044	1	0	70.472
  0.041576	 -0.182609	  0.097573	0.219414	0.0234532	1	0	77.1737
 -0.210978	 -0.075013	  0.185034	0.295529	0.0439025	1	0	160.427
  0.453664	 -0.172608	  0.098809	0.466584	0.122644	1	0	20.8306
 -0.099588	 -0.209904	  0.343834	0.404214	0.0876062	1	0	115.382
  0.144664	  0.497218	  0.631286	0.398718	0.169818	2	0	73.7779
  -0.09408	  0.279275	   1.14901	0.784069	0.573872	1	0	108.617
