       p_x	       p_y	       p_z	       v	       E	A	Z	polar angle

 -0.157157	 -0.057219	  0.210349	0.275418	0.0377372	1	1	159.994
 -0.129958	 -0.439618	  0.630596	0.639193	0.281692	1	1	106.469
  0.203062	 -0.125325	   1.15751	0.783282	0.570848	1	1	31.6819
   0.27873	 -0.056555	  0.980592	0.262379	0.136333	4	1	11.4698
  0.006068	  -0.33584	 -0.206266	0.387409	0.0794552	1	1	88.965
   -1.3327	   1.40915	   2.31288	0.0969894	0.146726	33	12	133.403
 -0.556861	  0.261824	   1.79132	0.710487	0.789868	2	2	154.818
  0.254699	 -0.316263	  0.688327	0.648533	0.294287	1	1	51.1542
  -0.25136	  0.175814	  0.562825	0.564203	0.198093	1	1	145.029
  0.244492	 -0.053134	  0.475107	0.496808	0.142819	1	1	12.2611
   1.27778	 -0.748006	   1.68259	0.766829	 1.04679	2	2	30.3445
  -0.38549	  0.514272	  0.105744	 0.22543	0.0743745	3	2	126.855
 -0.192802	 -0.723395	  0.465434	0.684833	0.349224	1	1	104.924
 -0.187843	 -0.083139	 -0.034639	0.216806	0.0228543	1	1	156.126
  0.041261	  0.188467	  0.784095	0.652412	0.299688	1	1	77.6512
 -0.390416	   -0.0942	  0.075867	0.399463	0.0851804	1	1	166.435
  0.242301	  -0.28841	    1.7183	 0.68382	0.695463	2	1	49.9655
 -0.051928	  0.399219	  0.920047	0.471955	0.251894	2	2	97.4112
  0.087545	 -0.141817	  0.589156	0.546604	0.182145	1	1	58.3126
 -0.085523	   0.22726	  0.300609	0.380566	0.0764054	1	0	110.623
  0.174785	  0.305403	  0.335879	0.460378	0.118636	1	1	60.2171
 -0.215385	  0.085217	  0.534415	0.527524	0.166127	1	1	158.414
  0.868999	  0.349001	   1.20694	0.476969	0.387794	3	2	21.881
  0.012126	 -0.281947	   1.78289	0.693165	0.727128	2	1	87.5374
 -0.205293	 -0.102011	  0.331856	0.395024	0.0830406	1	1	153.577
  0.215726	 -0.322701	  0.061408	 0.20493	0.0407001	2	1	56.2373
   0.04168	  0.227977	   0.36497	0.418589	0.0948397	1	1	79.6394
 -0.220061	  0.499089	  0.326662	 0.56107	0.195168	1	1	113.794
 -0.119339	 -0.194015	 -0.183313	0.297586	0.0445127	1	1	121.596
  0.344638	  0.193645	  0.818026	0.695736	0.367865	1	1	29.3308
  -0.10009	 -0.309749	 -0.152908	 0.35767	0.0665169	1	0	107.907
 -0.560376	  0.167906	  0.603249	0.667257	0.321352	1	1	163.32
  0.219312	 -0.260272	  0.774657	0.669414	0.324983	1	0	49.8817
   0.26916	 -0.282318	  0.124854	 0.40015	0.0855151	1	1	46.3668
 -0.124994	  0.435635	  0.416901	0.548803	0.184075	1	1	106.01
  0.215738	 -0.078091	  0.914765	0.709021	0.392143	1	1	19.8988
  -0.25696	 -0.209191	  0.653761	0.615708	0.252394	1	1	140.851
 -0.277618	  0.135238	   0.95666	0.731145	0.436919	1	1	154.028
 -0.041324	  0.395002	  0.632178	0.622751	0.260844	1	1	95.9725
 -0.191581	  0.260728	  0.592808	0.584302	0.217832	1	1	126.308
   0.36986	  0.186149	  0.734183	0.668393	0.323078	1	1	26.7159
  0.497215	 -0.147062	  0.097826	0.270626	0.0727561	2	1	16.4767
 -0.227838	  0.004397	   0.15051	0.279543	0.0389477	1	1	178.895
 -0.208354	  0.684518	  0.600525	0.241473	0.114478	4	2	106.929
  0.267762	  0.177208	  0.733886	0.649414	0.295504	1	1	33.4971
  0.393056	  0.617557	  0.734477	0.741614	0.460274	1	1	57.5246
 -0.134045	  0.095598	 -0.199116	0.136364	0.0176987	2	1	144.504
  0.420012	  0.489896	  0.209409	0.586047	0.219629	1	1	49.3919
 -0.291475	  0.358479	  0.660137	 0.65161	0.298564	1	1	129.114
 -0.067494	 -0.223083	  0.963297	0.726292	 0.42659	1	1	106.833
  0.076098	  0.081132	  0.173512	 0.21461	0.0223769	1	1	46.8338
  0.523725	 -0.045582	  0.630055	0.658423	0.308266	1	1	4.97416
  0.211323	   0.54607	  0.892367	0.751146	 0.48292	1	1	68.8442
  0.050885	  0.184508	  0.932717	0.320308	0.156617	3	1	74.5819
 -0.196927	 -0.076547	  0.570732	0.544287	0.180132	1	1	158.759
 -0.542189	   0.40864	  0.366923	0.634947	0.276446	1	0	142.995
  0.363448	  0.215859	   0.29106	0.480001	0.131228	1	1	30.7069
  0.140675	 -0.058131	  0.168495	0.235043	0.0270643	1	0	22.4519
  0.002373	  -0.45035	  0.816457	0.704997	0.384598	1	1	89.6982
  0.029325	 -0.229477	 -0.013274	0.122524	0.0142495	2	1	82.7177
  0.274958	  0.095428	  -0.09472	0.310206	0.0486733	1	1	19.1401
  0.205026	 -0.211359	  0.108852	 0.31708	0.0510899	1	0	45.8714
  0.064692	  0.025175	  0.452458	0.438572	0.105734	1	1	21.2636
  0.236338	  0.102777	  0.759005	0.649653	0.295836	1	1	23.5029
 -0.131936	 -0.322383	  0.889643	0.453624	0.229165	2	1	112.257
  0.195214	 -0.094987	  0.590443	0.557001	0.191424	1	1	25.9466
  0.142379	 -0.587842	  0.331297	0.592347	 0.22623	1	1	76.3849
  0.081462	 -0.106113	  0.664653	0.585386	 0.21918	1	0	52.4869
