     197      79      -1      -1  4.000000
       2       2  2.000000  0.025552
     198
  1  1  0.938300 -3.938137 -2.476627 -0.756068 -0.105972  0.087526 -0.077575   1
  1  1  0.938300 -6.970055  5.807932 -0.888128 -0.071577  0.139116  0.001632   1
  1  1  0.938300  1.514006  2.714634 -6.688551 -0.115245 -0.039002 -0.029228   1
  1  1  0.938300  3.643879  1.279066  3.745164 -0.021972 -0.056886 -0.016118   1
  1  1  0.938300  2.187450 -1.416375 -3.526084  0.197878 -0.156406 -0.087731   1
  1  1  0.938300 -1.007160 -3.585655 -6.136841 -0.032387 -0.108129  0.060763   1
  1  1  0.938300  7.766338  1.347928 -0.347883  0.154963 -0.021268 -0.114878   1
  1  1  0.938300  3.074169 -3.932534 -0.147576  0.046106 -0.146431  0.134082   1
  1  1  0.938300  0.471672  6.304940 -0.890128  0.022031 -0.003250 -0.089703   1
  1  1  0.938300  3.226620  3.600364  0.421103  0.047303 -0.067439  0.017818   1
  1  1  0.938300 -1.596327 -2.829553 -9.825132  0.057521 -0.081672 -0.257124   1
  1  1  0.938300  2.823250 -6.883598 -2.463036  0.013101 -0.062201  0.021964   1
  1  1  0.938300 -4.172646  7.733392  0.936751  0.021107  0.021173  0.063476   1
  1  1  0.938300 -6.632142  0.427831 -3.578573  0.093199  0.113462 -0.094787   1
  1  1  0.938300 -1.227076 -4.848212 -1.172786 -0.180669 -0.030946 -0.072491   1
  1  1  0.938300  3.044091  1.191085 -1.057085 -0.167020 -0.067916  0.142317   1
  1  1  0.938300 -2.243386 -6.846899 -3.782852 -0.074032 -0.164122 -0.145630   1
  1  1  0.938300 -9.781227 -2.747129 -1.865469 -0.085309 -0.110083 -0.111628   1
  1  1  0.938300 -4.948784  1.120107 -2.986487  0.021489 -0.007328 -0.120335   1
  1  1  0.938300 -5.368454  7.453671 -0.663610 -0.045367  0.146479 -0.168653   1
  1  1  0.938300  3.613758  4.855889 -2.628027 -0.145673  0.036794 -0.052032   1
  1  1  0.938300  7.044052 -2.518895 -1.791855  0.097782  0.026095  0.153055   1
  1  1  0.938300 -4.600875 -2.410292  7.207006 -0.002935 -0.094411  0.073267   1
  1  1  0.938300 -3.033290 -2.572641  6.338521  0.033398  0.139471 -0.067616   1
  1  1  0.938300  0.883142  6.723003 -2.222680  0.143257  0.140352 -0.030189   1
  1  1  0.938300 -2.962087  2.799197  4.991688  0.106774 -0.086324  0.050840   1
  1  1  0.938300 -5.480324 -2.641896  0.560308 -0.092668 -0.160264 -0.049751   1
  1  1  0.938300 -5.179307 -0.116160 -0.930273 -0.025623  0.031196 -0.032728   1
  1  1  0.938300  1.664936  6.890022 -2.754549  0.098348  0.099867 -0.163127   1
  1  1  0.938300  1.662514  4.790660  0.643462 -0.120381  0.061950  0.034842   1
  1  1  0.938300 -4.718559  4.220004 -9.575624  0.059231  0.103239 -0.162158   1
  1  1  0.938300  3.413166  3.033518  0.608616  0.063292  0.083695 -0.161605   1
  1  1  0.938300 -2.957815 -5.474277 -2.705234 -0.074330 -0.224894  0.020380   1
  1  1  0.938300 -0.548733 -5.138894  4.508851 -0.103624 -0.084314 -0.066201   1
  1  1  0.938300  4.310125 -9.963656  0.619766  0.228487 -0.081356  0.196280   1
  1  1  0.938300 -6.300518  4.787824 -2.976276 -0.007208  0.053417 -0.137760   1
  1  1  0.938300 -7.523379 -4.814552  1.208883 -0.128238 -0.180732 -0.038254   1
  1  1  0.938300  2.165286  0.502585  2.109238  0.161047 -0.081812  0.129583   1
  1  1  0.938300 -2.402454  1.182491  5.399069 -0.067938  0.052116  0.109122   1
  1  1  0.938300 -3.745064  4.456484  1.326414 -0.102897  0.253886 -0.003272   1
  1  1  0.938300 -5.212949  0.769305  2.316455 -0.007330  0.119333  0.007876   1
  1  1  0.938300 -2.978912 -4.875191 -5.241332  0.063161 -0.037793 -0.039665   1
  1  1  0.938300 -0.977897  4.340966  2.000661  0.204431  0.116435  0.107613   1
  1  1  0.938300  6.958355 -1.189390 -0.047145  0.118121  0.096220  0.053181   1
  1  1  0.938300  1.925089 -5.859056  1.468311  0.084130 -0.135617  0.029184   1
  1  1  0.938300  3.556494 -5.336341 -2.210537  0.014990  0.019332 -0.197778   1
  1  1  0.938300  0.143064  6.204839  5.834431  0.051362  0.051730  0.032396   1
  1  1  0.938300  5.246336 -8.006210 -0.587640  0.023630 -0.047592  0.058705   1
  1  1  0.938300 -2.102628 -3.092511  6.911072 -0.079854 -0.169246 -0.015444   1
  1  1  0.938300 -2.606723  4.820211  1.306974 -0.059366  0.187405 -0.023425   1
  1  1  0.938300 -0.067172  0.994182  7.604139  0.073984 -0.134475  0.112104   1
  1  1  0.938300  0.619379  6.264795  4.178170 -0.061200  0.158682  0.141697   1
  1  1  0.938300 -4.949388  2.794799 -2.315414 -0.130178  0.172492 -0.130117   1
  1  1  0.938300  1.967558  3.003456  5.803196 -0.045286  0.097825 -0.016668   1
  1  1  0.938300 -5.129579 -3.043879  0.406453 -0.098230  0.054618  0.129513   1
  1  1  0.938300 -5.061086 -3.527614  3.340247 -0.138322 -0.027154  0.118216   1
  1  1  0.938300  4.408116  4.167621  3.596064  0.153218 -0.116034  0.065198   1
  1  1  0.938300 -0.034470 -5.915093 -3.244431  0.073704  0.029387 -0.084372   1
  1  1  0.938300 -7.610322 -0.011625 -6.403129  0.078837 -0.035439 -0.094233   1
  1  1  0.938300 -0.816473 -0.889851 -3.918487  0.148570  0.155186 -0.079097   1
  1  1  0.938300  1.635620  3.748248 -3.615164  0.134740 -0.066549 -0.069798   1
  1  1  0.938300 -0.314901  3.802312 -8.002336 -0.146504  0.096414 -0.049715   1
  1  1  0.938300  0.057854 -3.499617  0.589704  0.002609 -0.004079 -0.046446   1
  1  1  0.938300  5.041560 -3.898908  0.542421  0.149141 -0.040157 -0.135993   1
  1  1  0.938300  4.181688  2.131423  1.625993  0.002022 -0.012297  0.059923   1
  1  1  0.938300  4.816307 -2.366662 -1.346122 -0.032727  0.114151 -0.131225   1
  1  1  0.938300 -5.020523 -0.818750  0.927198 -0.143754 -0.043678  0.144953   1
  1  1  0.938300  5.339558 -9.748085  1.331230  0.148739 -0.173618  0.182606   1
  1  1  0.938300 -0.811894  2.913805-10.170818  0.101326 -0.022537 -0.136153   1
  1  1  0.938300  4.435976  6.287859 -2.917676  0.101392  0.140584 -0.012787   1
  1  1  0.938300 -9.457425 -0.439176 -1.719277 -0.149895  0.125049  0.085212   1
  1  1  0.938300 -3.433874 -3.004507  4.796526 -0.075133  0.048894  0.255635   1
  1  1  0.938300 -4.772281 -4.360490 -9.731235 -0.141143  0.042158 -0.205315   1
  1  1  0.938300 -3.980508  1.344309  2.614837 -0.147193  0.011822 -0.019311   1
  1  1  0.938300 -4.364614 -0.758115  4.429045  0.068745 -0.124369  0.142835   1
  1  1  0.938300  0.719160  1.081309 -7.136242  0.022001  0.017358  0.011238   1
  1  1  0.938300 -0.550628  1.029606  6.869866 -0.031458  0.184736  0.067968   1
  1  1  0.938300  1.910421 -1.855470 -5.326690  0.005245 -0.022038 -0.123419   1
  1  1  0.938300 -0.912097 -4.197420 -8.607379 -0.105516 -0.110384 -0.110222   1
  1  0  0.938300 -1.701780  5.199369 -5.519122 -0.056092 -0.018548  0.138643   1
  1  0  0.938300  3.459684  4.174939 -1.934478  0.025273  0.013514  0.058691   1
  1  0  0.938300  3.822081  8.485150 -2.383660  0.025471  0.224951 -0.035105   1
  1  0  0.938300 -5.448304  2.485035 -3.462774  0.003426 -0.016612 -0.119574   1
  1  0  0.938300  4.491948 -1.359947 -1.715897 -0.095705 -0.005360 -0.084557   1
  1  0  0.938300 -1.080223 -7.568138  1.583721 -0.122654 -0.060325 -0.054760   1
  1  0  0.938300 -0.199338  4.041945 -0.129711  0.053606  0.119021 -0.266577   1
  1  0  0.938300  0.693710 -3.771715  3.112093 -0.111207 -0.027896  0.085511   1
  1  0  0.938300 -0.403867 -2.450538 -2.561851  0.078186  0.061053 -0.003108   1
  1  0  0.938300 -6.478281 -1.940968  6.931314 -0.043220  0.037578  0.050525   1
  1  0  0.938300  1.543509 -0.572447  5.326891 -0.142055 -0.163404  0.160132   1
  1  0  0.938300 -0.209254  4.412409 -4.513315  0.054384  0.199959 -0.182044   1
  1  0  0.938300 -5.423361 -4.791044 -0.736464 -0.025341 -0.281255 -0.092047   1
  1  0  0.938300 -2.789011 -6.119739 -1.412508  0.123283 -0.107347 -0.131131   1
  1  0  0.938300 -1.508277 -1.431419  4.620259  0.012578 -0.079250  0.156044   1
  1  0  0.938300 -2.238700  3.790260 -1.257175 -0.130633  0.001536 -0.003061   1
  1  0  0.938300  3.192922  2.753858  0.043875  0.043951  0.084287  0.066124   1
  1  0  0.938300  3.365860 -4.290004 -3.222546  0.103762  0.135336 -0.022001   1
  1  0  0.938300  4.411658 -0.487628 -0.259122  0.076685 -0.155520 -0.173597   1
  1  0  0.938300 -6.899897 -3.775340 -3.676509 -0.024374 -0.102942  0.125429   1
  1  0  0.938300 -5.066567 -1.153033 -4.901452 -0.052749 -0.207362 -0.023522   1
  1  0  0.938300  0.153885  1.065994  0.702793 -0.033795 -0.045525  0.182747   1
  1  0  0.938300 -3.196428  3.885245 -3.900508 -0.000284 -0.040805  0.061592   1
  1  0  0.938300  3.370007  4.589718 -2.783141  0.193428  0.031689  0.020422   1
  1  0  0.938300 -0.225456  1.859403 -5.368855 -0.104325 -0.016957 -0.147417   1
  1  0  0.938300  7.755014 -0.684809  2.394231  0.164426 -0.135653  0.025622   1
  1  0  0.938300  3.443970  1.701315  1.169583  0.107524  0.108147  0.015119   1
  1  0  0.938300 -0.190258  5.266620  6.851549 -0.173697  0.096336  0.135235   1
  1  0  0.938300  8.700101 -0.804901  1.074381  0.078392 -0.082390  0.009207   1
  1  0  0.938300 -7.542001  1.744642  1.043327 -0.085111  0.150679 -0.131086   1
  1  0  0.938300 -1.218430 -1.938857  6.086796 -0.117445 -0.019943  0.037414   1
  1  0  0.938300 -8.687549 -0.698265 -0.208463 -0.086408  0.112853 -0.031282   1
  1  0  0.938300 -4.626183  2.120081 -1.899830 -0.081959 -0.107962 -0.001465   1
  1  0  0.938300  2.451453 -0.325924  5.087135  0.074258  0.067964  0.047931   1
  1  0  0.938300 -6.252232 -0.044424 -2.357382  0.017080 -0.025343 -0.035350   1
  1  0  0.938300 -8.124280  0.690285  0.417613 -0.053641 -0.019515  0.013233   1
  1  0  0.938300 -5.495888  7.426396 -1.486193 -0.067828 -0.001124 -0.012791   1
  1  0  0.938300  0.685391 -6.675065 -2.637887 -0.008713 -0.225294  0.081267   1
  1  0  0.938300 -4.826530  8.369574 -0.486158  0.011309  0.064180  0.033594   1
  1  0  0.938300  0.771414 -2.151553  4.993822 -0.022963  0.123201 -0.138188   1
  1  0  0.938300  3.388479  1.076319  5.529208  0.111486  0.074076 -0.122497   1
  1  0  0.938300 -1.843967 -2.587747 -9.602768  0.225689  0.054342 -0.160892   1
  1  0  0.938300 -1.770378  3.899270 -1.023942 -0.120111 -0.164222 -0.161145   1
  1  0  0.938300 -0.702000  3.283607  2.649928  0.080677  0.061157  0.035068   1
